mprop_address_raw,mprop_address,standardized
"16027 BROOKHURST ST SUITE G447, FOUNTAIN VALLEY, CA 92708","16027 BROOKHURST ST, STE G447, FOUNTAIN VALLEY, CA 92708",TRUE
"1603 E BELLEVIEW PL, MILWAUKEE, WI 53211","1603 E BELLEVIEW PL, MILWAUKEE, WI 53211",TRUE
"1603 E OKLAHOMA AV 70141, MILWAUKEE, WI 53207","1603 E OKLAHOMA AVE, MILWAUKEE, WI 53207",TRUE
"1603 E OKLAHOMA AV UNIT 705, MILWAUKEEE, WI 53207","1603 E OKLAHOMA AVE, UNIT 705, MILWAUKEE, WI 53207",TRUE
"1603 E OKLAHOMA AV, MILWAUKEE, WI 53207","1603 E OKLAHOMA AVE, MILWAUKEE, WI 53207",TRUE
"1603 HAYMARKET RD, WAUKESHA, WI 53189","1603 HAYMARKET RD, WAUKESHA, WI 53189",TRUE
"1603 OKLAHOMA AV SUITE 70582, MILWAUKEE, WI 53207","1603 E OKLAHOMA AVE, UNIT 70582, MILWAUKEE, WI 53207",TRUE
"1603 ORRINGTON AV SUITE 45, EVANSTON, IL 60201","1603 ORRINGTON AVE, STE 45, EVANSTON, IL 60201",TRUE
"1603 ORRINGTON AV SUITE 450, CHICAGO, IL 60201","1603 ORRINGTON AVE, STE 450, EVANSTON, IL 60201",TRUE
"1603 ORRINGTON AV SUITE 450, EVANSTAN, IL 60201","1603 ORRINGTON AVE, STE 450, EVANSTON, IL 60201",TRUE
"1603 ORRINGTON AV SUITE 450, EVANSTON, IL 60201","1603 ORRINGTON AVE, STE 450, EVANSTON, IL 60201",TRUE
"1603 ORRINGTON AV SUITE, EVANSTON, IL 60201","1603 ORRINGTON AVE, EVANSTON, IL 60201",TRUE
"1603 ORRINGTON ST SUITE 450, EVANSTON, IL 60201","1603 ORRINGTON AVE, STE 450, EVANSTON, IL 60201",TRUE
"1603 ORRINTON AV SUITE 450, EVANSTON, IL 60201","1603 ORRINTON AV SUITE 450, EVANSTON, IL 60201",FALSE
"1603 ROCKRIDGE WA, WAUKESHA, WI 53188","1603 ROCKRIDGE WAY, WAUKESHA, WI 53188",TRUE
"1603 S 37TH ST, MILWAUKEE, WI 53215","1603 S 37TH ST, MILWAUKEE, WI 53215",TRUE
"16030 CYNTHIA DR, NEW BERLIN, WI 53151","16030 W CYNTHIA DR, NEW BERLIN, WI 53151",TRUE
"16030 PORT BARROW DR, CYPRESS, TX 77429","16030 PORT BARROW DR, CYPRESS, TX 77429",TRUE
"1604 E BLACKTHORNE PL, MILWAUKEE, WI 53211","1604 E BLACKTHORNE PL, MILWAUKEE, WI 53211",TRUE
"1604 E BLACKTHORNE PL, WHITEFISH BAY, WI 53211","1604 E BLACKTHORNE PL, MILWAUKEE, WI 53211",TRUE
"1604 E BLACKTHORNE, WHITEFISH BAY, WI 53211","1604 E BLACKTHORNE PL, MILWAUKEE, WI 53211",TRUE
"1604 HUNTINGTON CREEK DR, ALEXANDRIA, VT 22314","1604 HUNTING CREEK DR, ALEXANDRIA, VA 22314",TRUE
"16047ARBORVITAE CR, CREST HILL, IL 60403","16047 ARBORVITAE CIR, CREST HILL, IL 60403",TRUE
"1605 E BRISTLECONE DR, HARTLAND, WI 53029","1605 E BRISTLECONE DR, HARTLAND, WI 53029",TRUE
"1605 N 59TH ST, MILWAUKEE, WI 53208","1605 N 59TH ST, MILWAUKEE, WI 53208",TRUE
"1605 W OKLAHOMA AV, MILWAUKEE, WI 53215","1605 W OKLAHOMA AVE, MILWAUKEE, WI 53215",TRUE
"1606 E BEVERLY RD, SHOREWOOD, WI 53211","1606 E BEVERLY RD, MILWAUKEE, WI 53211",TRUE
"1606 E CUMBERLAND BL, WHITEFISH BAY, WI 53211","1606 E CUMBERLAND BLVD, MILWAUKEE, WI 53211",TRUE
"1606 IRIS ST, LAKEWOOD, CO 80215","1606 IRIS ST, LAKEWOOD, CO 80215",TRUE
"1606 S 33RD ST, MILWAUKEE, WI 53215","1606 S 33RD ST, MILWAUKEE, WI 53215",TRUE
"1606 W DONGES BAY RD, MEQUON, WI 53092","1606 W DONGES BAY RD, MEQUON, WI 53092",TRUE
"1606 W WALNUT AV, MILWAUKEE, WI 53205","1606 W WALNUT ST, MILWAUKEE, WI 53205",TRUE
"1606 W WALNUT ST, MILWAUKEE, WI 53205","1606 W WALNUT ST, MILWAUKEE, WI 53205",TRUE
"16060 LUELLA DR, BROOKFIELD, WI 53005","16060 LUELLA DR, BROOKFIELD, WI 53005",TRUE
"16060 VENTURA BL 110, ENCINO, CA 91436","16060 VENTURA BLVD, STE 110, ENCINO, CA 91436",TRUE
"16065 CUMBERLAND TRL, BROOKFIELD, WI 53005","16065 CUMBERLAND TRL, BROOKFIELD, WI 53005",TRUE
"1607 BANCROFT WA, BERKELEY, CA 94703","1607 BANCROFT WAY, BERKELEY, CA 94703",TRUE
"1607 ILLINOIS AV, SHEBOYGAN, WI 53081","1607 ILLINOIS AVE, SHEBOYGAN, WI 53081",TRUE
"1607 W GILBERT AV, WAUWATOSA, WI 53226","1607 W GILBERT AV, WAUWATOSA, WI 53226",FALSE
"1608 MICHAEL DR, WAUKESHA, WI 53189","1608 MICHAEL DR, WAUKESHA, WI 53189",TRUE
"1608 S 22ND ST, MILWAUKEE, WI 53204","1608 S 22ND ST, MILWAUKEE, WI 53204",TRUE
"1608 W CRUSADE LA, GREEN BAY, WI 54313","1608 W CRUSADE LN, GREEN BAY, WI 54313",TRUE
"1608 W WRIGHT ST, MILWAUKEE, WI 53206","1608 W WRIGHT ST, MILWAUKEE, WI 53206",TRUE
"1609 E HAMPSHIRE ST, MILWAUKEE, WI 53211","1609 E HAMPSHIRE ST, MILWAUKEE, WI 53211",TRUE
"1609 E HAMPSHIRE ST, MILWAUKEE, WI 53212","1609 E HAMPSHIRE ST, MILWAUKEE, WI 53211",TRUE
"1609 E HAMPSHIRE, MILWAUKEE, WI 53211","1609 E HAMPSHIRE ST, MILWAUKEE, WI 53211",TRUE
"1609 LINCOLN AV, WAUKESHA, WI 53186","1609 LINCOLN AVE, WAUKESHA, WI 53186",TRUE
"1609 N 23RD ST, MILWAUKEE, WI 53205","1609 N 23RD ST, MILWAUKEE, WI 53205",TRUE
"1609 S 29TH ST, MILWAUKEE, WI 53215","1609 S 29TH ST, MILWAUKEE, WI 53215",TRUE
"1609 S 94TH ST, WEST ALLIS, WI 53214","1609 S 94TH ST, MILWAUKEE, WI 53214",TRUE
"1609 S INDIANA AV, WEST BEND, WI 53095","1609 INDIANA AVE S, WEST BEND, WI 53095",TRUE
"1609 W EASTBROOK CT, MEQUON, WI 53092","1609 W EASTBROOK CT, MEQUON, WI 53092",FALSE
"161 EAST LA VIEVE LA, TEMPE, AZ 85284","161 E LA VIEVE LN, TEMPE, AZ 85284",TRUE
"161 HUNTING LA, FAIRVIEW, NJ 07704","161 HUNTING LN, FAIR HAVEN, NJ 07704",TRUE
"161 MAIN ST, PEWAUKEE, WI 53072","161 MAIN ST, PEWAUKEE, WI 53072",TRUE
"161 N 77TH ST, MILWAUKEE, WI 53213","161 N 77TH ST, MILWAUKEE, WI 53213",TRUE
"161 N 90TH ST, MILWAUKEE, WI 53226","161 N 90TH ST, MILWAUKEE, WI 53226",TRUE
"161 W WISCONSIN AV APT 544, MILWAUKEE, WI 53203","161 W WISCONSIN AVE, APT 544, MILWAUKEE, WI 53203",TRUE
"1610 E FOX LA, MILWAUKEE, WI 53217","1610 E FOX LN, MILWAUKEE, WI 53217",TRUE
"1610 E MARION ST, SHOREWOOD, WI 53211","1610 E MARION ST, MILWAUKEE, WI 53211",TRUE
"1610 N PROSPECT APT 704, MILWAUKEE, WI 53202","1610 N PROSPECT AVE, APT 704, MILWAUKEE, WI 53202",TRUE
"1610 N PROSPECT AV 1504, MILWAUKEE, WI 53202","1610 N PROSPECT AVE, APT 1504, MILWAUKEE, WI 53202",TRUE
"1610 N PROSPECT AV 801, MILWAUKEE, WI 53202","1610 N PROSPECT AVE, APT 801, MILWAUKEE, WI 53202",TRUE
"1610 N PROSPECT AV APT 704, MILWAUKEE, WI 53202","1610 N PROSPECT AVE, APT 704, MILWAUKEE, WI 53202",TRUE
"1610 N PROSPECT AVE302, MILWAUKEE, WI 53202","1610 N PROSPECT AVE, MILWAUKEE, WI 53202",TRUE
"1610 N WATER ST, MILWAUKEE, WI 53202","1610 N WATER ST, MILWAUKEE, WI 53202",TRUE
"16100 W TOP-O-HILL DR, NEW BERLIN, WI 53151","16100 W TOP O HILL DR, NEW BERLIN, WI 53151",TRUE
"16100 WOODSTOCK CT, BROOKFIELD, WI 53005","16100 WOODSTOCK CT, BROOKFIELD, WI 53005",TRUE
"16101 6TH ST E, REDINGTON BEACH, FL 33708","16101 6TH ST E, REDINGTON BEACH, FL 33708",TRUE
"1611 CORDERO BAY AV, LAS VEGAS, NV 89123","1611 CORDERO BAY AVE, LAS VEGAS, NV 89123",TRUE
"1611 E WARNIMONT AV, MILWAUKEE, WI 53207","1611 E WARNIMONT AVE, MILWAUKEE, WI 53207",TRUE
"16118 HUMBOLDT PEAK DR, BROOMFIELD, CO 80023","16118 HUMBOLDT PEAK DR, BROOMFIELD, CO 80023",TRUE
"1612 N 35TH ST, MILWAUKEE, WI 53208","1612 N 35TH ST, MILWAUKEE, WI 53208",TRUE
"1612 OAKES RD, RACINE, WI 53406","1612 OAKES RD, RACINE, WI 53406",TRUE
"1612 S 65TH ST, WEST ALLIS, WI 53214","1612 S 65TH ST, MILWAUKEE, WI 53214",TRUE
"1612 SHOREWOOD DR, NEW BERLIN, WI 53151","1612 S SHERWOOD DR, NEW BERLIN, WI 53151",TRUE
"1612 W BECHER ST, MILWAUKEE, WI 53215","1612 W BECHER ST, MILWAUKEE, WI 53215",TRUE
"1612 W GAGE AV, FULLERTON, CA 92833","1612 W GAGE AVE, FULLERTON, CA 92833",TRUE
"16121 GILMORE ST, VAN NUYS, CA 91406","16121 GILMORE ST, VAN NUYS, CA 91406",TRUE
"16128 AMBER ROCK CT, PARKER, CO 80134","16128 AMBER ROCK CT, PARKER, CO 80134",TRUE
"1613 SUNNYSIDE BEACH DR, JOHNSBURG, IL 60051","1613 SUNNYSIDE BEACH DR, JOHNSBURG, IL 60051",TRUE
"1614 E KENMORE PL, SHOREWOOD, WI 53211","1614 E KENMORE PL, MILWAUKEE, WI 53211",TRUE
"1614 FALLS RD, GRAFTON, WI 53024","1614 FALLS RD, GRAFTON, WI 53024",TRUE
"1614 N HUMBOLDT AV, MILWAUKEE, WI 53202","1614 N HUMBOLDT AVE, MILWAUKEE, WI 53202",TRUE
"1614 OAKES RD, RACINE, WI 53406","1614 OAKES RD, RACINE, WI 53406",TRUE
"1614 S 32ND ST, MILWAUKEE, WI 53215","1614 S 32ND ST, MILWAUKEE, WI 53215",TRUE
"1614 S 37TH ST, MILWAUKEE, WI 53215","1614 S 37TH ST, MILWAUKEE, WI 53215",TRUE
"1614 S 7TH ST, MILWAUKEE, WI 53204","1614 S 7TH ST, MILWAUKEE, WI 53204",TRUE
"1614 SEDBERRY LA APT 203, MIDLOTHIAN, VA 23114","1614 SEDBERRY LN, APT 203, MIDLOTHIAN, VA 23114",TRUE
"1614 W CAPITOL DR, MILWAUKEE, WI 53206","1614 W CAPITOL DR, MILWAUKEE, WI 53206",TRUE
"1614 W NATIONAL AV, MILWAUKEE, WI 53204","1614 W NATIONAL AVE, MILWAUKEE, WI 53204",TRUE
"16141 MAGNOLIA GROVE WA, JACKSONVILLE, FL 32218","16141 MAGNOLIA GROVE WAY, JACKSONVILLE, FL 32218",TRUE
"1615 SHADY FOREST WA, STOCKTON, CA 95205","1615 SHADY FOREST WAY, STOCKTON, CA 95205",TRUE
"1615 W MITCHELL ST, MILWAUKEE, WI 53204","1615 W MITCHELL ST, MILWAUKEE, WI 53204",TRUE
"1616 E WOOD PL, SHOREWOOD, WI 53211","1616 E WOOD PL, MILWAUKEE, WI 53211",TRUE
"1616 E WOOD PL, SHOREWOOD, WI 53217","1616 E WOOD PL, MILWAUKEE, WI 53211",TRUE
"1616 S CESAR E CHAVEZ DR, MILWAUKEE, WI 53204","1616 S CESAR E CHAVEZ DR, MILWAUKEE, WI 53204",TRUE
"1616 SECRETARIAT LA, RACINE, WI 53402","1616 SECRETARIAT LN, CALEDONIA, WI 53402",TRUE
"1616 W ATKINSON AV, MILWAUKEE, WI 53206","1616 W ATKINSON AVE, MILWAUKEE, WI 53206",TRUE
"16160 LUELLA DR, BROOKFIELD, WI 53005","16160 LUELLA DR, BROOKFIELD, WI 53005",TRUE
"16160 SHORE LINE DR, BROOKFIELD, WI 53005","16160 SHORE LINE DR, BROOKFIELD, WI 53005",TRUE
"1617 DOVER DR 14, WAUKESHA, WI 53186","1617 DOVER DR, APT 14, WAUKESHA, WI 53186",TRUE
"1617 N HUMBOLDT AV, MILWAUKEE, WI 53202","1617 N HUMBOLDT AVE, MILWAUKEE, WI 53202",TRUE
"1617 N HUMBOLT AV, MILWAUKEE, WI 53202","1617 N HUMBOLT AV, MILWAUKEE, WI 53202",FALSE
"1617 S 52ND ST, MILWAUKEE, WI 53214","1617 S 52ND ST, MILWAUKEE, WI 53214",TRUE
"1617 S 82ND ST, WEST ALLIS, WI 53214","1617 S 82ND ST, MILWAUKEE, WI 53214",TRUE
"1617 S BIRCHWOOD LA, NEW BERLIN, WI 53146","1617 S BIRCHWOOD LN, NEW BERLIN, WI 53146",TRUE
"1618 S 28TH ST, MILWAUKEE, WI 53215","1618 S 28TH ST, MILWAUKEE, WI 53215",TRUE
"1618A S 26TH ST, MILWAUKEE, WI 53204","1618 A S 26TH ST, MILWAUKEE, WI 53204",TRUE
"1619 E 167TH CR, THORNTON, CO 80602","1619 E 167TH CIR, THORNTON, CO 80602",TRUE
"1619 E HOWARD AV, MILWAUKEE, WI 53207","1619 E HOWARD AVE, MILWAUKEE, WI 53207",TRUE
"1619 KUIPER LA, NORTH PLEASANT, WI 53406","1619 KUIPER LN, MOUNT PLEASANT, WI 53406",TRUE
"1619 S GREEN RIDGE TER, NEW BERLIN, WI 53151","1619 S GREEN RIDGE TER, NEW BERLIN, WI 53151",TRUE
"1620 LEGEND HILL LA, WAUKESHA, WI 53189","1620 LEGEND HILL LN, WAUKESHA, WI 53189",TRUE
"1620 MORNING GLORY DR, HARTFORD, WI 53027","1620 MORNING GLORY DR, HARTFORD, WI 53027",TRUE
"1620 MORNNG GLORY DR, HARTFORD, WI 53027","1620 MORNNG GLORY DR, HARTFORD, WI 53027",FALSE
"1620 OLD TOPANGA CANYON RD, TOPANGA, CA 90290","1620 OLD TOPANGA CANYON RD, TOPANGA, CA 90290",TRUE
"1620 S 28TH ST, MILWAUKEE, WI 53215","1620 S 28TH ST, MILWAUKEE, WI 53215",TRUE
"1620 S 33RD ST, MILWAUKEE, WI 53215","1620 S 33RD ST, MILWAUKEE, WI 53215",TRUE
"1620 S 38TH ST, MILWAUKEE, WI 53215","1620 S 38TH ST, MILWAUKEE, WI 53215",TRUE
"16208 W ROGERS DR, NEW BERLIN, WI 53151","16208 W ROGERS DR, NEW BERLIN, WI 53151",TRUE
"1621 E IRVING PL 1ST FL, MILWAUKEE, WI 53202","1621 E IRVING PL, APT 1, MILWAUKEE, WI 53202",TRUE
"1621 E IRVING PL, MILWAUKEE, WI 53202","1621 E IRVING PL, MILWAUKEE, WI 53202",TRUE
"1621 W EDGERTON AV AVE UN A, MILWAUKEE, WI 53221","1621 W EDGERTON AVE, MILWAUKEE, WI 53221",TRUE
"1621 W FAIRFIELD CT, GLENDALE, WI 53209","1621 W FAIRFIELD CT, MILWAUKEE, WI 53209",TRUE
"1622 E OLIVE ST, SHOREWOOD, WI 53211","1622 E OLIVE ST, MILWAUKEE, WI 53211",TRUE
"1622 N 18TH ST, MILWAUKEE, WI 53205","1622 N 18TH ST, MILWAUKEE, WI 53205",TRUE
"1622 N ASTOR ST, MILWAUKEE, WI 53202","1622 N ASTOR ST, MILWAUKEE, WI 53202",TRUE
"1622 S 12TH ST, MILWAUKEE, WI 53204","1622 S 12TH ST, MILWAUKEE, WI 53204",TRUE
"1622 S CESAR E CHAVEZ DR, MILWAUKEE, WI 53204","1622 S CESAR E CHAVEZ DR, MILWAUKEE, WI 53204",TRUE
"16220 N 7TH ST UNIT 1159, PHOENIX, AZ 85022","16220 N 7TH ST, APT 1159, PHOENIX, AZ 85022",TRUE
"16225 HEATHERLY DR, NEW BERLIN, WI 53151","16225 W HEATHERLY DR, NEW BERLIN, WI 53151",TRUE
"16225 TONKAWAY RD, MINNETONKA, MN 55345","16225 TONKAWAY RD, MINNETONKA, MN 55345",TRUE
"16225 W HEATHERLY DR, NEW BERLIN, WI 53151","16225 W HEATHERLY DR, NEW BERLIN, WI 53151",TRUE
"1623 N 35TH ST, MILWAUKEE, WI 53208","1623 N 35TH ST, MILWAUKEE, WI 53208",TRUE
"1623 N 36TH ST, MILWAUKEE, WI 53208","1623 N 36TH ST, MILWAUKEE, WI 53208",TRUE
"1623 N WIND DALE DR, RACINE, WI 53402","1623 WIND DALE DR, CALEDONIA, WI 53402",TRUE
"1623 RUSHMORE DR, WAUKESHA, WI 53188","1623 RUSHMORE DR, WAUKESHA, WI 53188",TRUE
"1623 S 25TH ST, MILWAUKEE, WI 53204","1623 S 25TH ST, MILWAUKEE, WI 53204",TRUE
"1623 S PEARL ST, MILWAUKEE, WI 53204","1623 S PEARL ST, MILWAUKEE, WI 53204",TRUE
"1623 W GRANT ST, MILWAUKEE, WI 53215","1623 W GRANT ST, MILWAUKEE, WI 53215",TRUE
"1624 E OLIVE ST, MILWAUKEE, WI 53211","1624 E OLIVE ST, MILWAUKEE, WI 53211",TRUE
"1624 HOBBS DR SUITE 1, DELAVAN, WI 53115","1624 HOBBS DR, STE 1, DELAVAN, WI 53115",TRUE
"1624 LEGEND HILL LA, WAUKESHA, WI 53189","1624 LEGEND HILL LN, WAUKESHA, WI 53189",TRUE
"1624 MARKET ST 226-36349, DENVER, CO 80202","1624 MARKET ST, DENVER, CO 80202",TRUE
"1624 MARKET ST UN 22636349, DENVER, CO 80202","1624 MARKET ST, DENVER, CO 80202",TRUE
"1624 S 30TH ST, MILWAUKEE, WI 53215","1624 S 30TH ST, MILWAUKEE, WI 53215",TRUE
"1624 W WHITAKER AV, MILWAUKEE, WI 53221","1624 W WHITAKER AVE, MILWAUKEE, WI 53221",TRUE
"1625 CASTEL POINTE COVE, GRASON, GA 30017","1625 CASTLE POINTE CV, GRAYSON, GA 30017",TRUE
"1625 OAK GROVE RD, BROOKFIELD, WI 53005","1625 OAK GROVE RD, BROOKFIELD, WI 53005",TRUE
"1625 OAK GROVE, BROOKFIELD, WI 53005","1625 OAK GROVE RD, BROOKFIELD, WI 53005",TRUE
"1625 S 33RD ST, MILWAUKEE, WI 53215","1625 S 33RD ST, MILWAUKEE, WI 53215",TRUE
"1625 S 63RD ST, WEST ALLIS, WI 53214","1625 S 63RD ST, MILWAUKEE, WI 53214",TRUE
"1625 S 6TH ST, MILWAUKEE, WI 53204","1625 S 6TH ST, MILWAUKEE, WI 53204",TRUE
"1625 SPRING D, BROOKFIELD, WI 53005","1625 SPRING DR, BROOKFIELD, WI 53005",TRUE
"1625 W FIEBRANTZ AV, MILWAUKEE, WI 53209","1625 W FIEBRANTZ AVE, MILWAUKEE, WI 53209",TRUE
"16256 83 PL N, LOXAHATCHEE, FL 33470","83 PL N, LOXAHATCHEE, FL 33470",TRUE
"1625A W HOLT AV, MILWAUKEE, WI 53215","1625 A W HOLT AVE, MILWAUKEE, WI 53215",TRUE
"1626 N 37TH ST, MILWAUKEE, WI 53208","1626 N 37TH ST, MILWAUKEE, WI 53208",TRUE
"1626 N 3RD AV, WAUSAU, WI 54401","1626 N 3RD AVE, WAUSAU, WI 54401",TRUE
"1626 N ASTOR ST, MILWAUKEE, WI 53202","1626 N ASTOR ST, MILWAUKEE, WI 53202",TRUE
"1626 N PROSECT 2310, MILWAUKEE, WI 53202","1626 N PROSECT 2310, MILWAUKEE, WI 53202",FALSE
"1626 N PROSPECT AV 2310, MILWAUKEE, WI 53210","1626 N PROSPECT AVE, APT 2310, MILWAUKEE, WI 53202",TRUE
"1626 S 31ST, MILWAUKEE, WI 53215","1626 S 31ST ST, MILWAUKEE, WI 53215",TRUE
"1626 SOUTH 8TH ST, MILWAUKEE, WI 53204","1626 S 8TH ST, MILWAUKEE, WI 53204",TRUE
"1627 CEDAR ST, GRAFTON, WI 53024","1627 CEDAR ST, GRAFTON, WI 53024",TRUE
"1627 N 48TH ST, MILWAUKEE, WI 53208","1627 N 48TH ST, MILWAUKEE, WI 53208",TRUE
"1627 N CEDAR ST, GRAFTON, WI 53024","1627 CEDAR ST, GRAFTON, WI 53024",TRUE
"1627 N HUMBOLDT AV, MILWAUKEE, WI 53202","1627 N HUMBOLDT AVE, MILWAUKEE, WI 53202",TRUE
"1628 ARMOUR LA, REDONDO BEACH, CA 90278","1628 ARMOUR LN, REDONDO BEACH, CA 90278",TRUE
"1628 N 17TH ST, MILWAUKEE, WI 53205","1628 N 17TH ST, MILWAUKEE, WI 53205",TRUE
"1628 N FRANKLIN PL APT 20, MILWAUKEE, WI 53202","1628 N FRANKLIN PL, APT 20, MILWAUKEE, WI 53202",TRUE
"1628 S 78TH ST, WEST ALLIS, WI 53214","1628 S 78TH ST, MILWAUKEE, WI 53214",TRUE
"1628 W FOREST HOME AV, MILWAUKEE, WI 53204","1628 W FOREST HOME AVE, MILWAUKEE, WI 53204",TRUE
"1628 W FOREST HOME AV, MILWAUKEE, WI 53215","1628 W FOREST HOME AVE, MILWAUKEE, WI 53204",TRUE
"1629 S BERLIN AV, NEW BERLIN, WI 53151","1629 S BERLIN AVE, NEW BERLIN, WI 53151",TRUE
"1629 W BRUIN ST, LOS ANGELES, CA 90047","1629 W BRUIN ST, LOS ANGELES, CA 90047",TRUE
"1629 W HOPKINS, MILWAUKEE, WI 53206","1629 W HOPKINS ST, MILWAUKEE, WI 53206",TRUE
"1629 W LAWN AV, MILWAUKEE, WI 53209","1629 W LAWN AVE, MILWAUKEE, WI 53209",TRUE
"1629 W PINEWOOD CT, MEQUON, WI 53092","1629 PINEWOOD CT, MEQUON, WI 53092",TRUE
"16291 SALINAS ST, SAN BERNADINO, CA 92394","16291 SALINAS ST, VICTORVILLE, CA 92394",TRUE
"16291 SALINAS ST, VICTORVILLE, CA 92394","16291 SALINAS ST, VICTORVILLE, CA 92394",TRUE
"1630 N 27TH ST, MILWAUKEE, WI 53208","1630 N 27TH ST, MILWAUKEE, WI 53208",TRUE
"1630 REEVES ST, LOS ANGELES, CA 90035","1630 REEVES ST, LOS ANGELES, CA 90035",TRUE
"1630 ST AUGUSTINE RD, HARTFORD, WI 53027","1630 ST AUGUSTINE RD, HARTFORD, WI 53027",TRUE
"1631 S 33RD ST, MILWAUKEE, WI 53215","1631 S 33RD ST, MILWAUKEE, WI 53215",TRUE
"16310 W CRESCENT DR, NEW BERLIN, WI 53151","16310 W CRESCENT DR, NEW BERLIN, WI 53151",TRUE
"16312 S PARKER RD, HOMER GLEN, IL 60491","16312 S PARKER RD, HOMER GLEN, IL 60491",TRUE
"1632 TRACE DR, AUBREY, TX 76227","1632 TRACE DR, AUBREY, TX 76227",TRUE
"1632 W WINDLAKE AV, MILWAUKEE, WI 53215","1632 W WINDLAKE AVE, MILWAUKEE, WI 53215",TRUE
"1633 N 24TH ST, MILWAUKEE, WI 53205","1633 N 24TH ST, MILWAUKEE, WI 53205",TRUE
"1633 S 68 ST, WEST ALLIS, WI 53214","1633 S 68TH ST, MILWAUKEE, WI 53214",TRUE
"1633 S 68TH ST, WEST ALLIS, WI 53215","1633 S 68TH ST, MILWAUKEE, WI 53214",TRUE
"1633 S CESAR E CHAVEZ DR, MILWAUKEE, WI 53204","1633 S CESAR E CHAVEZ DR, MILWAUKEE, WI 53204",TRUE
"1633 W RING ST, MILWAUKEE, WI 53206","1633 W RING ST, MILWAUKEE, WI 53206",TRUE
"16345 W MELODY LA, NEW BERLIN, WI 53151","16345 W MELODY DR, NEW BERLIN, WI 53151",TRUE
"1635 FAIRHAVEN BL, ELM GROVE, WI 53122","1635 FAIRHAVEN BLVD, ELM GROVE, WI 53122",TRUE
"1635 STARBRIDGE DR, BROOKFIELD, WI 53005","1635 STARBRIDGE DR, BROOKFIELD, WI 53005",TRUE
"1635 W BOLIVAR AV APT 2, MILWAUKEE, WI 53221","1635 W BOLIVAR AVE, APT 2, MILWAUKEE, WI 53221",TRUE
"1635 W CAPITOL DR, MILWAUKEE, WI 53206","1635 W CAPITOL DR, MILWAUKEE, WI 53206",TRUE
"1635 W WASHINGTON ST, MILWAUKEE, WI 53204","1635 W WASHINGTON ST, MILWAUKEE, WI 53204",TRUE
"1636 W FOREST HOME AV, MILWAUKEE, WI 53204","1636 W FOREST HOME AVE, MILWAUKEE, WI 53204",TRUE
"16368 VICTORIA CURVE SE, PRIOR LAKE, MN 55372","16368 VICTORIA CURV SE, PRIOR LAKE, MN 55372",TRUE
"1637 N VAN BUREN ST, MILWAUKEE, WI 53202","1637 N VAN BUREN ST, MILWAUKEE, WI 53202",TRUE
"1637 N VAN BUREN ST, MILWAUKEE, WI 53211","1637 N VAN BUREN ST, MILWAUKEE, WI 53202",TRUE
"16375 ALVERNO DR, BROKFIELD, WI 53005","16375 ALVERNO DR, BROOKFIELD, WI 53005",TRUE
"16375 ALVERNO DR, BROOKFIELD, WI 53005","16375 ALVERNO DR, BROOKFIELD, WI 53005",TRUE
"1638 N 33RD ST, MILWAUKEE, WI 53208","1638 N 33RD ST, MILWAUKEE, WI 53208",TRUE
"1638 N ASTOR ST, MILWAUKEE, WI 53202","1638 N ASTOR ST, MILWAUKEE, WI 53202",TRUE
"1638 S 33RD ST, MILWAUKEE, WI 53215","1638 S 33RD ST, MILWAUKEE, WI 53215",TRUE
"1638 W 2ND AV, PORT WASHINGTON, WI 53074","1638 W 2ND AVE, PORT WASHINGTON, WI 53074",TRUE
"1638A S 4TH ST, MILWAUKEE, WI 53204","1638 A S 4TH ST, MILWAUKEE, WI 53204",TRUE
"1639 S 79TH ST, WEST ALLIS, WI 53214","1639 S 79TH ST, MILWAUKEE, WI 53214",TRUE
"1639 W LAWN AV, MILWAUKEE, WI 53209","1639 W LAWN AVE, MILWAUKEE, WI 53209",TRUE
"164 S HONEY CREEK PK, MILWAUKEE, WI 53214","164 S HONEY CREEK PARK, MILWAUKEE, WI 53214",TRUE
"164 W STATE ST, BURLINGTON, WI 53105","164 STATE ST W, BURLINGTON, WI 53105",TRUE
"1640 96TH ST UNIT 88, STURTEVANT, WI 53177","1640 96TH ST, UNIT 88, STURTEVANT, WI 53177",TRUE
"1640 INDIANWOOD DR, BROOKFIELD, WI 53005","1640 INDIANWOOD DR, BROOKFIELD, WI 53005",TRUE
"1640 N WATER ST, MILWAUKEE, WI 53202","1640 N WATER ST, MILWAUKEE, WI 53202",TRUE
"1640 S 56TH ST, WEST MILWAUKEE, WI 53214","1640 S 56TH ST, MILWAUKEE, WI 53214",TRUE
"16405 TWIN OAKS CT, BROOKFIELD, WI 53005","16405 TWIN OAKS CT, BROOKFIELD, WI 53005",TRUE
"1641 3RD AV APT 200, NEW YORK, NY 10128","1641 3RD AVE, APT 200, NEW YORK, NY 10128",TRUE
"1641 3RD AV APT 20D, NEW YORK, NY 10128","1641 3RD AVE, APT 20D, NEW YORK, NY 10128",TRUE
"1641 3RD AV, NEW YORK, NY 10128","1641 3RD AVE, NEW YORK, NY 10128",TRUE
"1641 M W EDGERTON AV, MILWAUKEE, WI 53321","1641 W EDGERTON AVE, MILWAUKEE, WI 53221",TRUE
"1641 W EDGERTON AV M, MILWAUKEE, WI 53221","1641 W EDGERTON AVE, MILWAUKEE, WI 53221",TRUE
