TAXKEY,residential_units,commercial_units
5580203000,4,0
3850744000,2,0
3550774000,3,0
3241502000,0,0
4940142000,2,0
2240708000,1,0
5080319000,2,0
3461297000,2,0
3643046000,1,0
4610622100,0,1
3111505000,2,0
2440964000,2,0
2130415000,1,0
1919855000,1,0
1750835000,1,0
2451312000,2,0
2880693000,2,0
4620387000,1,0
4280453100,1,0
3670912000,2,0
3260522100,2,0
1760194000,1,0
4710138000,1,0
5350553000,1,0
0730050000,1,0
4991409000,0,1
5359962000,1,0
5700551000,2,0
5381230000,1,0
5080153000,2,0
3130713000,1,0
3051013000,1,0
2701210100,0,1
2630239000,1,0
1730102000,1,0
2310563000,1,0
2110685000,1,0
1799982118,0,2
1719706200,1,0
5131014110,2,0
5340560000,1,0
5989977110,0,3
6429961000,1,0
2230732000,1,0
3122516000,0,0
5570325000,1,0
2830264100,0,0
5391020000,1,0
2310426000,1,0
4700030000,0,0
1719679000,1,0
1960180000,1,0
2510119110,1,0
3910203000,0,3
3480356000,1,0
4350632000,2,0
5040749000,2,0
2169963112,2,0
2740353100,0,1
3230459000,0,0
3922311000,1,0
3922312000,1,0
3922313000,1,0
3922314000,1,0
3922315000,1,0
3922316000,1,0
3922317000,1,0
3922318000,1,0
3922319000,1,0
3922320000,1,0
3922321000,1,0
3922322000,1,0
3922323000,1,0
3922324000,1,0
3922325000,1,0
3922326000,1,0
3922327000,1,0
3922328000,1,0
3922329000,1,0
3922330000,1,0
3922331000,1,0
3922332000,1,0
0000005986,0,0
4660033000,1,0
5370501100,0,2
1940151000,0,0
1800185000,2,0
1579977110,0,2
3080314000,1,0
1700317000,2,0
2310250000,0,0
2810920000,0,6
3190738000,2,0
1399937200,2,0
2130226000,1,0
2681115000,1,0
4690007000,1,0
4340537000,3,0
3121434000,1,0
3320028100,4,0
4670722000,2,0
5040736000,1,0
5290712000,1,0
5570803000,1,0
2270582000,1,0
2630267000,1,0
4350432000,1,0
3502208000,1,0
3060761000,1,0
4671531000,2,0
5031426000,1,0
6240611000,2,0
3500512100,1,0
3221082100,2,0
3201409000,0,0
2852002000,0,1
2270373000,1,0
1501843000,1,0
3540416100,1,0
2300374000,2,0
4090409000,1,0
5350816000,2,0
5419989000,1,0
4350447000,2,0
1740582000,1,0
2940313000,1,0
3031104000,1,0
3050108000,2,0
3521847000,0,0
2440518100,0,0
3271383000,2,0
3550071000,7,0
4601034000,0,0
4620170100,0,1
5350869000,1,0
2930067000,1,0
2890673000,2,0
3480528000,2,0
5619930116,2,0
1700633000,1,0
6909876111,3,0
3881214100,1,0
1580365000,1,0
4591211000,3,0
3061108000,2,0
0730608000,1,0
2820019000,2,0
2800809000,2,0
1249998110,0,0
2680369000,2,0
3490308000,1,0
2900191000,0,0
2681347000,2,0
1950307000,1,0
3122201110,0,0
1940107000,1,0
2790326000,2,0
0840210000,1,0
3070937000,2,0
4200061000,1,0
3051359000,1,0
4340403100,2,0
5730377000,2,0
5580950000,1,0
2240478000,1,0
4970443000,2,0
5800286000,1,0
3221281000,0,0
2722401100,0,2
3461843000,2,0
1090032000,1,0
4670730000,1,0
2801369000,1,0
5000255000,2,0
5320455000,2,0
1760320000,1,0
2270529000,1,0
5490152000,1,0
1920401000,1,0
1580256000,1,0
2822732000,0,0
4061030000,1,0
4340716000,1,0
1380012100,1,0
4940496000,1,0
2430763100,1,0
1220405000,1,0
4661241000,3,0
5380029100,2,0
3140925000,2,0
1230224000,1,0
1830110000,2,0
2822723121,1,0
5519933000,1,0
2240368000,1,0
4971275000,2,0
5110161000,2,0
2520235000,1,0
4079999000,0,1
0810281100,0,0
5580145000,1,0
6420761000,1,0
2871105000,2,0
5410119000,1,0
5800739000,1,0
4989998100,0,0
5070316000,1,0
5790111000,2,0
3101358000,1,0
2630704000,1,0
3050873000,1,0
1890614000,1,0
3492781000,23,16
3492782000,0,2
2720322000,1,0
3880010100,16,0
1559998000,0,2
2110880000,1,0
6680142100,2,0
0720451000,1,0
4681305000,4,0
2100813000,1,0
2530659000,1,0
4351082000,1,0
0720567000,1,0
4060735000,2,0
2440485000,2,0
3150130000,1,0
3160499000,1,0
3130816000,2,0
2811081000,1,0
5411121000,4,0
4909886000,1,0
2660574000,2,0
3250340000,1,0
1579978110,1,0
3141004000,1,0
4891287000,1,0
5120952000,2,0
5401414000,1,0
2830926000,1,0
3870719000,1,0
4970812000,1,0
4720119000,2,0
4081089000,1,0
4920516000,1,0
3109982000,1,0
5030208000,1,0
5790150000,1,0
2811618000,2,0
3240693110,0,0
4960882000,1,0
4960332000,2,0
4970249000,1,0
4710379000,2,0
5730099000,1,0
6680312000,4,0
2811224000,2,0
2471440000,0,1
5080268000,1,0
6431951110,1,0
3240804100,1,0
1220230000,1,0
1420014000,1,0
2680316000,2,0
3590143000,1,0
5100442000,1,0
1760099000,1,0
5080248000,2,0
4681419000,4,0
0030072000,0,1
3530581100,0,0
2640037000,2,0
5280225000,1,0
2440320000,1,0
2630816000,1,0
3512113100,1,0
2830012000,2,0
2240471000,1,0
3641442000,4,0
5519949000,1,0
5050163000,0,2
5300508000,1,0
2712424000,2,0
2850602000,1,0
3211195000,2,0
5360203000,1,1
5511001000,1,0
5259896115,1,0
1770304000,1,0
4190615000,2,0
1220231000,1,0
4601434000,1,0
3481071000,1,0
4020124000,1,0
4961567000,2,0
3512637000,2,0
2620668000,1,0
4332028000,2,0
2451611000,1,0
4601572000,1,0
1080247000,1,0
2712710000,1,0
5560398000,1,0
5940498000,1,0
2470970000,1,0
3140773110,0,0
2510395000,1,0
3080474000,1,0
2800505000,1,0
4591359000,1,0
1819948111,0,0
3231196000,1,0
3670187000,2,0
5500173000,1,0
2250052000,1,0
7160250000,1,0
2140250100,1,0
1770071000,1,0
5141223000,1,0
5971015000,2,0
1730018000,1,0
3531203000,2,0
3501722100,2,0
3200806000,2,0
4200630100,2,0
4970014000,1,0
4010107000,1,0
4210423120,0,1
1040033000,1,0
2490726000,1,0
6709971214,1,0
2820411000,0,0
2251091000,1,0
2920908000,1,0
3210625000,2,0
3141113000,1,0
3051003000,1,0
3491762100,1,0
5360427000,3,0
6879960000,0,0
1779981130,0,1
3500326000,2,0
5960122000,0,0
1900609000,1,0
3280036000,1,0
3651496000,1,0
2670409100,2,0
3641354000,0,0
5580924000,1,0
3910881000,60,2
2890163000,2,0
4590025000,1,0
6230509000,1,0
2630221000,1,0
4180247000,2,0
5800377000,1,0
1940194000,1,0
2270015110,2,0
2920633000,1,0
3020042000,1,0
3211901000,2,0
5489941100,1,4
3270575000,1,0
1439982100,34,0
2120801100,1,0
2930258000,1,0
3211507100,0,1
3922342000,0,2
4710702000,2,0
4600202000,2,0
4161106000,2,0
4940624000,2,0
2441152000,1,0
6439960111,1,0
3010013000,1,0
2219996311,2,0
1940811000,0,0
3111106100,1,0
2930752000,1,0
3061529000,2,0
3511901000,2,0
3611587116,0,1
2291175000,1,0
2871932000,1,0
4350845000,1,0
4692741000,2,0
4920148000,1,0
2479857000,1,0
5040875000,1,0
4580823000,1,0
2251140000,1,0
2820426000,4,1
3469975000,1,0
2920462000,4,5
1580404000,1,0
5280278000,1,0
4710657000,2,0
3871123000,0,0
1960008110,1,0
5521443000,1,0
2251073000,1,0
5570004000,1,0
5120140000,1,0
5350164000,2,0
4061083000,2,0
6680109000,1,0
3990301000,0,0
1919896000,1,0
2100562000,1,0
3112061000,0,1
5380679000,1,0
6690317000,1,0
2140143000,2,0
2440712000,1,0
4570453000,0,1
5350951000,2,0
6441721100,0,7
2611120000,1,0
1901015000,1,0
4960139000,2,0
4681632210,1,0
1709958000,0,0
3122016000,2,0
5540001000,4,0
5570709000,2,0
2930614000,1,0
3071106000,2,0
4200051000,2,0
5570311000,1,0
4600163000,2,0
5320410000,1,0
2310912000,4,0
2480350000,1,0
2290519000,1,0
4961449000,2,0
1580417000,0,0
2880093000,2,0
5390061000,1,0
3249998000,0,0
4210261000,1,0
1510110000,1,0
2081067000,1,0
2100283000,1,0
5789999100,0,0
5491002000,1,0
2890329000,1,0
1890862000,1,0
5811206000,1,0
2270027100,1,0
5730305000,1,0
2120712100,1,0
2920101000,0,1
3140531000,2,0
5031603100,1,2
3210802000,2,0
2480524000,0,0
2100355000,1,0
2870336000,1,0
5340532000,1,0
3123329100,2,0
4320646000,1,0
2500201000,1,0
3070084000,0,0
2841818000,2,0
3550855100,0,1
1959986100,1,0
4050114000,2,0
2261035100,2,0
1850556000,4,0
4710043000,2,0
5410844000,1,0
5479954000,1,0
2881000000,1,0
0810178000,8,0
2880824000,2,0
2831301100,2,0
2260046000,1,0
2730645000,1,0
5390904000,2,0
0330220000,2,0
5380482000,1,0
2701546000,1,0
1760330000,2,0
1710555000,1,0
2050345000,1,0
2540806000,1,0
5380942000,1,0
2660497000,2,0
1399792111,2,0
1870202000,1,0
2060854000,1,0
2822308000,2,0
3242225100,2,0
4590321000,2,0
5480829000,1,0
3071132000,2,0
3650949000,1,0
4991867000,1,0
5280625000,2,0
4961433000,1,0
5811123000,1,0
3231243100,2,0
3061609000,2,0
4911031000,1,0
5521362000,1,0
5600397000,1,0
2700872000,1,0
1780470111,1,0
1109942100,1,0
1770054000,1,0
4710057000,1,0
5030961000,1,0
5470907000,1,0
2250157000,1,0
2531063000,1,0
3479975000,2,0
2230658110,12,0
2820901000,3,0
2310311000,1,0
2930189000,1,0
3250339100,2,0
2110306000,0,0
2630023000,1,0
2081202000,1,0
3100820000,2,0
3301227000,2,0
2681389000,1,0
1750694000,1,0
4210296000,1,0
5121111000,1,0
5411101000,1,0
2440457000,1,0
4961111000,1,0
3100866000,1,0
2710769000,1,0
5519971000,1,0
2660052000,4,0
5330287000,1,0
5290811000,1,0
0400254000,1,0
3560290100,0,2
6690235000,1,0
5969973100,1,0
3250470100,2,0
4620605000,3,0
5820224000,1,0
2480624000,1,0
4991916000,2,0
2130431000,4,0
5940644000,1,0
5290542000,1,0
5070932000,1,0
3261462000,1,0
3641402000,1,0
5410317000,1,0
3111317100,1,0
3080016000,1,0
3850648000,2,0
4350758000,1,0
2441118000,1,0
4200431000,2,0
0050134000,0,0
5471432000,0,0
3150445000,1,0
4080043000,1,0
2630318000,1,0
1890964000,0,0
1520148000,1,0
5140052000,1,0
2890158000,1,0
5151749000,1,0
4200285000,1,0
4971013000,1,0
1730137000,1,0
2871170000,1,0
2900028000,3,0
2452229000,1,0
2440023000,2,0
2851603100,1,1
3480213000,1,0
2620025000,1,0
1909683000,1,0
2280378100,1,0
2921016000,1,0
1850507000,8,0
4703405000,3,0
3050831000,1,0
3260015100,2,0
2701938000,2,0
4209998100,0,0
3470548000,1,0
3050720000,1,0
4601776000,3,0
3650077000,0,2
1780249000,1,0
5320127000,1,0
3070526000,2,0
4350435000,1,0
3260544000,0,0
1920490000,2,0
4929997110,0,1
3060223000,1,0
3290466000,1,0
2110365000,2,0
2460236000,1,0
3219999000,3,0
7160098000,1,0
1391051000,2,0
5280045000,1,0
5820621000,1,0
1159997100,1,0
5410253100,1,0
2060501000,1,0
3291414000,1,0
3560127000,1,0
2310497000,1,0
2100461000,1,0
3271583000,0,2
2881121000,1,0
2740317000,36,0
2250200000,1,0
2920499000,1,0
3281033000,1,0
4050764100,1,0
2170214000,1,0
2700962000,1,0
3190030100,4,0
2620679000,1,0
5120528000,1,0
1500704000,1,0
1719764000,1,0
4331973000,2,0
3470408000,2,0
3260119000,2,0
2110604000,1,0
4901253000,1,0
3461122000,2,0
4650010110,2,0
3550491000,4,0
2500231000,3,0
3170046000,1,0
3231164000,1,0
4180413000,1,0
3550028000,1,2
2890715000,1,0
3250503100,1,0
1760214000,2,0
2831138000,1,0
3180080100,2,0
4331744000,1,0
5480634000,1,0
6690005100,1,0
5570327000,1,0
3540665000,2,0
5080453000,1,0
5610512000,1,0
3180136000,4,0
4201067000,1,0
4980027000,1,0
2722927000,1,0
2930714000,1,0
1880065000,1,0
4360031000,2,0
5140650000,1,0
5611651000,1,0
1170200000,1,0
5291169000,1,0
2860784100,0,1
5040107000,2,0
5301046000,1,0
4970848000,0,0
4330203000,2,0
5580137000,1,0
2520083000,1,0
4692262000,3,0
2630881000,1,0
6260200100,0,1
6230515000,1,0
1200076000,1,0
2470524000,1,0
2860117000,1,0
2061320000,1,0
1580001113,0,1
0690041000,0,12
5550029000,2,0
5350874000,1,0
3501388100,2,0
4611290000,1,0
5390786000,1,0
5140320000,1,0
5800754000,1,0
3050567000,1,0
1760714000,2,0
2710870000,1,0
3660350000,1,0
2260053000,1,0
1100302000,0,0
5301321000,1,0
3551831000,0,1
3551832000,1,0
3551833000,1,0
3551834000,1,0
3551835000,1,0
3551836000,1,0
3551837000,1,0
3551838000,1,0
3551839000,1,0
3551840000,1,0
3551841000,1,0
3551842000,1,0
3551843000,1,0
3551844000,1,0
3551845000,1,0
0000005808,0,0
3122034000,2,0
2270356000,1,0
4980614000,1,0
3632476100,1,0
4950163000,1,0
2070108000,1,0
4591228000,1,0
5280023000,1,0
3891576100,1,0
5540067000,1,0
4710049000,2,0
3661982000,2,0
5281114000,4,0
4681672000,1,0
2940237000,1,0
6909989110,1,0
2510033000,1,1
2500023000,1,0
4351094000,1,0
5400748000,1,0
3241037000,2,0
5410656000,1,0
4960033000,1,0
3560311000,0,1
5071016000,2,0
2320905000,1,0
4971300000,2,0
1959963000,1,0
3090372000,1,0
3230013000,0,0
3220448000,2,0
3060480000,2,0
3051205000,2,0
1920587000,2,0
1741204000,2,0
2660005000,1,0
2120250000,2,0
5070130000,2,0
5591013000,4,0
2890498000,1,0
1780139000,1,0
2722347000,2,0
3540135100,1,0
3501355000,0,0
3261460000,1,0
1430540000,1,0
1229882110,1,0
3480624000,1,0
3461223000,2,0
4081062000,1,0
2660593000,1,0
3860906100,1,0
3480462000,2,0
5030074000,1,0
2890553100,1,0
1450554000,0,0
1750783000,1,0
2310902000,4,0
5291110000,1,0
2140171100,1,0
1220708000,1,0
3100175000,1,0
2510471000,1,0
3221203000,3,0
2520520000,1,0
4310612000,0,2
1921245100,1,0
5261004000,1,0
2091501000,1,0
4621179000,1,0
6730003000,0,0
0829993100,0,0
2890719000,2,0
2480064100,1,0
3469962000,1,0
1360022100,1,0
4040016000,1,0
4990453000,1,0
2920372000,1,0
2721401000,1,0
5121139000,1,0
2070178000,1,0
6240106000,2,0
5120775000,1,0
4690862100,1,0
5350592100,1,0
4050350000,2,0
4090403000,1,0
1410133000,1,0
3070618000,1,0
5340202000,1,0
3101934000,2,0
2630815000,1,0
2250107000,1,0
1890025110,2,0
5590111000,1,0
5010366000,2,0
2701507000,1,0
2250570000,2,0
3461607000,2,0
1870384000,2,0
3850690000,2,0
4360403000,1,0
5950406000,1,0
5050009000,2,0
1410309000,1,0
4060906000,1,0
2660600000,2,0
6230903000,2,0
2530071000,2,0
1150232000,1,0
2070612000,1,0
1740564000,1,0
2812065000,2,0
3650241000,0,0
3140743110,2,0
5800609000,1,0
2722912000,1,0
5480326000,1,0
5340051000,1,0
1020216000,1,0
7160173000,1,0
1870014000,1,0
5950627000,2,0
4700427000,2,0
1199996212,0,1
2480331000,1,0
4341517000,4,1
5070773000,1,0
5730214000,1,0
3080742000,2,0
3230677100,15,0
2820377000,2,0
3461890000,2,0
3850706000,2,0
5120704000,1,0
1760455000,1,0
2940318000,1,0
2290003000,1,0
5320044000,1,0
4940758000,2,0
2530654000,1,0
2920603000,1,0
3461187000,1,0
5511033000,1,0
4591256000,3,1
2850101000,2,0
3039999000,2,0
4703606000,2,0
2851825000,6,1
5140545000,1,0
2110467000,1,0
2510161000,1,0
2810922100,0,0
3540756100,1,0
5250002000,1,0
5130199000,1,0
4702313000,1,0
3530141100,1,0
2290745200,2,0
2710658000,1,0
3491302000,0,0
2812673100,2,0
4030535000,1,0
4320145000,6,0
4350714000,2,0
5260150000,1,0
2261000000,1,3
3271079000,1,1
2281216000,1,0
2100286000,1,0
3290431000,1,0
5040207000,1,0
2130790000,1,0
3231212000,4,0
4990911000,1,0
1930311000,3,0
3530105100,1,0
5120716000,1,0
5030639000,2,0
2500091000,1,0
5940165000,1,0
2451308000,1,0
1880764000,1,0
4350016000,1,0
4692106000,2,0
1520066000,1,0
2090090100,1,0
4680044000,1,0
3070430000,2,0
1170167000,1,0
5030717000,1,0
2440333000,1,0
2722418000,2,1
3030347000,1,0
4710564000,2,0
4970597000,2,0
5400758000,1,0
4681413000,2,0
5480064000,2,0
4579878000,1,0
4580425000,2,0
4320834000,1,1
3220181000,2,0
4901051000,1,0
2821807000,1,0
3100123000,0,0
3180109000,2,0
5270103100,1,0
5110308100,0,5
4901019000,1,0
2160704000,2,0
2640859000,1,0
5270606000,1,0
3680310000,2,0
2880457000,1,0
3240691100,0,0
2430044000,1,0
2451531000,2,0
4331111000,3,0
2260825100,1,0
5030736000,2,0
5710517000,1,0
1550441000,0,1
2720538000,1,0
2610565000,1,0
3060143000,2,0
4331025110,1,0
4601419000,1,0
2520320100,0,0
2700213100,1,0
4180432000,1,0
3240154000,2,0
1880188000,1,0
3669988000,0,0
3261562000,2,0
2811708000,2,0
3650984100,0,0
5280781100,1,0
3050906000,1,0
2930009000,1,0
2820504000,1,0
4219979100,30,0
4911137000,1,0
5350940000,2,0
5301511000,1,0
5120976000,1,0
2290209100,1,0
1870304100,12,0
4590111000,1,0
1540061000,0,1
2660274000,1,0
5601311100,1,0
3513893000,1,0
2090326000,2,0
1550032000,2,0
4580747000,1,0
5581206000,1,0
5800039000,1,0
4029969100,0,0
2851326000,1,0
5471099000,2,0
4050608000,1,0
5560133000,1,0
3190547000,2,0
3071017000,2,0
3070094000,2,0
2100548000,1,0
3480248000,1,0
3061578000,1,0
2141121111,32,0
2700121000,2,0
2311008000,1,0
2710735000,1,0
2060112000,1,0
1230741000,1,0
2781561000,1,0
2781562000,1,0
0000005429,0,0
5980215000,2,0
4690659000,2,0
1150162000,1,0
3651465000,2,0
3480265000,2,0
2690028000,2,0
2810331000,1,0
4692102000,2,0
4190078100,1,0
3590621000,3,0
1850228000,1,0
0829997121,0,0
3503454000,1,0
4340120000,5,0
5120793000,1,0
5730102000,1,0
2681032000,1,0
2660090000,1,0
2731342000,2,0
3212236000,1,0
1580130000,1,0
3060524000,1,0
3160753111,0,1
5291043000,1,0
3111047100,1,0
4610210000,0,0
3241573000,2,0
3102417100,2,0
3650071100,0,2
5381234000,2,0
2300519000,1,0
3850611000,1,0
3212281000,3,0
4350932000,1,0
6700010100,1,0
5410382000,1,0
4011505000,2,0
5070756000,2,0
3120930100,0,0
3550165000,2,0
4691728000,2,0
5510984000,1,0
2610417000,2,0
4693138000,2,0
1930438000,1,0
1901708000,1,0
4350459000,1,0
2500806000,0,1
1700008000,1,0
4080047000,1,0
3633247000,1,0
3030875000,1,0
3860664000,8,0
2080270000,2,0
3290008000,2,0
4571342000,0,3
4950240000,2,0
3123123000,2,0
5279961110,1,0
4180159000,1,0
6880052100,0,2
2230239100,2,0
6890288000,1,0
2930409000,4,1
1439994115,10,0
3301262000,2,0
2270766100,0,5
2920395000,1,0
3490242100,1,0
5710320000,1,0
2870403100,2,0
2299829000,1,0
4200191000,1,0
3891713000,1,0
1750285000,1,0
1410450000,1,0
2091301000,1,0
2490452000,1,0
1840051100,1,0
3471041000,2,0
4940151000,1,0
5490836000,1,0
2721510000,1,0
3461189000,1,0
4601376000,1,0
2281105000,1,0
5290866100,1,0
3630196100,1,0
4580403000,1,0
2450470000,1,0
1780154000,1,0
0790012000,2,0
3481415000,0,0
0319996110,0,9
5471077000,1,0
2061646000,1,0
2060130000,1,0
5581116000,2,0
5829932100,10,0
2250202000,1,0
1520192000,1,0
3102751000,0,1
1150142000,1,0
1430441000,1,0
2170227000,1,0
3051217000,1,0
3251094100,0,0
5280216000,1,0
1719813000,2,0
3140785000,1,0
5700409000,1,0
1940541000,1,0
3060806000,1,0
3130556000,1,0
4600213000,2,0
1170274000,1,0
2460169000,1,0
1430011000,1,0
5490899000,1,0
2842033000,1,0
4050185000,1,0
6439996200,1,0
5279930000,1,0
4960220000,1,0
3060488000,1,0
5330288000,1,0
4990057000,2,0
4601455000,1,0
1741033000,2,0
2241054000,1,0
5950616000,1,0
2231016000,1,0
1780131000,1,0
3461128000,2,0
4020323000,1,0
4360525000,1,0
4330745000,3,0
2842122000,2,0
3250664000,2,0
3271072000,2,0
4311047000,1,1
2940317000,1,0
3201116000,2,0
3291440000,1,0
4621197000,1,0
1890997000,0,0
2100229000,1,0
3040442000,1,0
2290722000,1,0
3480419100,1,0
2841714000,1,0
2820512000,1,0
4969944000,1,0
1380101000,1,0
5030622000,1,0
4061336000,1,0
0330059000,1,0
3270799000,1,0
5611794000,1,0
1701002000,0,1
2460110000,1,0
3271026000,2,0
0840222000,1,0
2730707000,1,0
5810727000,1,0
3111831100,2,0
3210807000,2,0
2829985000,2,0
3120168000,1,0
6899976111,1,0
4330730000,2,0
0030182000,0,0
0770051100,1,0
3290426000,1,0
4610660000,2,0
6420701000,1,0
5800298000,1,0
3470909000,2,0
5460215000,1,0
2821705000,2,0
4600196000,1,0
6690012000,1,0
3910212100,0,0
4360508000,2,0
5130154000,1,0
0840247000,1,0
3601541000,1,0
3601542000,1,0
0000005966,0,0
3112349100,0,0
4579944000,2,0
2920177000,1,0
5320280000,1,0
4350121000,2,0
5570116000,1,0
5390795000,2,0
4700429100,1,0
3261490000,0,0
3530262110,1,0
2509994200,2,0
2100248100,0,0
5390627000,1,0
2881099000,1,0
2681238000,2,0
1510035000,1,0
4061346000,1,0
5270367000,1,0
5460432000,1,0
2831232100,2,0
2820434000,1,0
4351325000,2,0
3261410100,1,0
3231526100,2,0
3060410000,2,0
3471083000,1,0
5410723000,2,0
4940487000,1,0
5140523000,1,0
4059995000,0,4
5040612000,2,0
1029941116,0,0
3261152000,2,0
3670164000,1,0
4950257000,1,0
5269937000,0,4
6900971000,1,0
5320301000,1,0
1231101000,1,0
2250315000,1,0
2851418000,2,0
3512664000,1,0
2250061000,1,0
1830002000,2,0
2110347000,1,0
3100342000,1,0
4010742000,1,0
6260342000,0,1
3170367000,1,0
3650507122,0,1
3050464000,3,0
2920364000,1,0
2250971000,1,0
1740577000,2,0
4980580000,1,0
5120844110,2,0
5380449000,1,0
1379960000,1,0
3540931000,0,1
3211907000,2,0
2870009000,1,0
2280306000,1,0
1900257000,1,0
1530353000,4,0
2230734000,1,0
2660350000,1,0
5829969000,2,0
6440006000,1,0
3080992000,1,0
3970341000,1,0
3970342000,1,0
3970343000,1,0
3970344000,1,0
3970345000,1,0
3970346000,1,0
3970347000,1,0
3970348000,1,0
3970349000,1,0
3970350000,1,0
3970351000,1,0
3970352000,1,0
3970353000,1,0
3970354000,1,0
3970355000,1,0
3970356000,1,0
3970357000,1,0
3970358000,1,0
3970359000,1,0
3970360000,1,0
3970361000,1,0
3970362000,1,0
3970363000,1,0
3970364000,1,0
3970365000,1,0
3970366000,1,0
3970367000,1,0
0000005391,0,0
4970121000,4,0
5401420000,2,0
5489910000,1,0
3010002100,1,0
1920710000,1,0
2660125000,1,0
3040316000,1,0
3460733000,1,0
1860055000,1,0
0840056000,1,0
1840137000,1,0
2050156000,1,0
2701934000,1,0
2681024000,1,0
3061306000,1,0
3071039000,1,0
2880495100,0,1
3643133000,1,0
2510433000,1,0
4210021000,2,0
2680349000,2,0
3661717000,1,1
3270520000,1,0
3101897000,2,0
3170077000,1,0
5350064000,1,0
5389990000,1,0
2920815000,1,0
5120962000,2,0
2871005000,2,0
4581510000,2,0
5979978100,1,0
4990448000,1,0
5600317000,1,0
4320130000,1,0
4960890000,1,0
3080720000,1,0
2310522000,1,0
3550709100,1,0
3141261000,1,0
3561401000,1,0
3561402000,1,0
3561403000,1,0
3561404000,1,0
0000005911,0,0
2430612000,1,0
3280780000,2,0
5410354000,2,0
2490102100,2,0
3490375000,2,0
1529974111,0,0
3070991000,1,0
2690030000,1,0
2170043000,2,0
2840754000,1,0
3910259100,0,0
2710751100,1,0
1909765110,1,0
1760463000,1,0
4590337000,1,0
3660540100,1,1
4591324000,1,0
2890490000,1,0
6680119000,1,0
0019998200,1,0
2610528000,1,0
1921142000,1,0
5310307000,2,0
2890174000,1,0
2711336000,2,0
4620458000,1,0
3680653000,1,0
5100303000,1,0
1020140000,1,0
2509996000,16,0
2260653000,1,0
2130706000,1,0
1450710000,2,0
4030541000,1,0
6709971117,1,0
5410726000,1,0
2700006000,2,0
4670995000,1,0
5120241000,1,0
1469992112,0,0
3070334000,2,0
3921622100,0,41
5381232000,2,0
2722520000,1,0
5390088000,1,0
4693211000,1,0
6441201000,2,0
2241088000,1,0
5390618000,1,0
5590629000,1,0
6690794000,1,0
3121514000,2,0
5471021000,1,0
1900108000,1,0
4010782000,1,0
5320211000,1,0
3102224000,2,0
3100571000,2,0
5519868000,2,0
3080966000,1,0
3850434000,2,0
5050129000,1,0
1960012100,1,0
3642505100,1,0
4601516000,3,0
5810207100,1,0
4070606000,2,0
0780112110,0,0
1930722000,1,0
2831144000,1,0
3190901000,1,0
2261100000,1,0
1700417000,1,0
3641367000,4,0
5410106000,1,0
5521342000,1,0
1230298000,1,0
3090270000,1,0
5310415000,8,0
7160244000,1,0
5410054000,2,0
1890232000,1,0
2842152000,1,0
3670653000,1,0
1800261000,1,0
2681381000,1,0
3990001110,0,0
4621157000,2,0
5290203000,1,0
6700234000,1,0
2610909000,1,0
4611104000,1,0
4330702000,1,0
2681526000,2,0
2610409000,2,0
4590312000,2,0
6230308000,1,0
1410269000,2,0
3160515000,1,0
3070359000,2,0
3241345100,1,0
4200270000,1,0
5800794100,1,0
2841210100,2,0
5489976000,1,0
5470136000,1,0
2701136000,2,0
2840411000,1,0
3123234100,2,0
2610542000,1,0
2920127000,1,0
3111835100,2,0
7160163000,1,0
4010196000,2,0
6230716000,1,0
5340240000,1,0
2530306000,1,0
2650240000,1,0
3030712000,1,0
5521277000,1,0
4971219000,1,0
5489912000,2,0
2300468000,2,0
4970735000,2,0
3550678110,4,0
4940456000,1,0
1740902100,2,0
2240130000,1,0
5511215000,1,0
5580438000,1,0
2610033000,1,0
3150131000,1,0
1780127000,1,0
2501051000,1,0
3890308100,0,1
1880021000,1,0
2630206000,1,0
3060152000,2,0
5040827000,2,0
2240347200,4,0
2780298000,2,0
4020549000,1,0
2289964000,1,0
1869996116,4,0
5010007000,1,0
5291175000,1,0
2519991000,4,0
1160223000,1,0
2630251000,1,0
3469864000,1,0
5410809000,0,0
2881113000,2,0
5521376000,1,0
2670952000,1,0
5071177000,1,0
2300109000,2,0
3861027100,1,0
5080163000,1,0
2320616000,1,0
5401116000,1,0
2530532100,4,0
4591025000,2,0
5030722110,0,0
1880464000,1,0
1480101000,1,0
4711214000,1,0
5330344000,1,0
3102118000,1,0
3131501000,3,0
2450551000,1,0
2670323000,1,0
1230259000,1,0
5050166000,1,0
3470393000,2,0
5310445000,1,0
2861047000,2,0
2270056120,0,2
2130451000,1,0
4351267000,2,0
5010320000,2,0
2470221000,1,0
3020706000,1,0
1930409000,1,0
3891324100,4,0
2290852000,1,0
3920838100,0,32
5110453000,1,0
4980533000,2,0
2780038000,1,0
4950246000,2,0
2260841000,1,0
4590517000,3,0
3170014000,1,0
3660225000,1,0
2890554000,1,0
2610879000,1,0
3151405000,2,0
2880701000,2,0
2731599100,1,0
4010762000,1,0
1520615000,4,0
4360082000,1,0
2230059000,1,0
2831114100,2,0
2250377000,1,0
2830133000,3,4
3281850000,1,0
2880005000,1,0
5810291100,1,0
3461443000,1,0
5260627000,1,0
0310513000,0,0
0840251000,1,0
1920011000,2,0
2610850000,1,0
3200215000,2,0
5080440000,4,0
1870156000,1,0
2490769000,1,0
4680928000,1,0
4960829000,1,1
2930179100,12,4
4290057110,0,0
5070511000,2,0
2290904000,1,0
3632621000,1,0
4701207000,2,0
2801174000,2,0
