record_id,taxkey,date_inspection,violations
ORD-18-09829,1921234000,2018-07-25,5
ORD-18-09830,3030303000,2018-07-27,1
ORD-18-09831,3030302000,2018-07-27,1
ORD-18-09832,2821621110,2018-07-26,1
ORD-18-09834,3030301000,2018-07-27,1
ORD-18-09836,2722577000,2018-07-18,10
ORD-18-09837,5110612000,2018-07-12,7
ORD-18-09838,3030401000,2018-07-27,1
ORD-18-09839,5280073000,2018-07-10,1
ORD-18-09840,3030505000,2018-07-27,1
ORD-18-09841,2721238000,2018-07-18,1
ORD-18-09842,3030504000,2018-07-27,1
ORD-18-09843,1519959100,2018-07-26,5
ORD-18-09847,1220415000,2018-07-27,2
ORD-18-09848,3261251000,2018-07-27,4
ORD-18-09849,2910105000,2018-07-27,1
ORD-18-09850,2722588000,2018-07-18,13
ORD-18-09854,3491772000,2018-07-25,1
ORD-18-09859,2721224000,2018-07-18,7
ORD-18-09860,6439953000,2018-07-26,2
ORD-18-09863,4970349000,2018-07-25,2
ORD-18-09869,2130178000,2018-07-27,4
ORD-18-09870,5800322000,2018-07-24,1
ORD-18-09871,5950736000,2018-07-24,1
ORD-18-09873,4040216100,2018-07-30,1
ORD-18-09874,1830281000,2018-07-26,1
ORD-18-09875,4341416000,2018-07-30,3
ORD-18-09876,1820241000,2018-07-26,1
ORD-18-09877,6429994110,2018-07-13,5
ORD-18-09878,2860677000,2018-07-27,4
ORD-18-09879,2670662000,2018-07-27,4
ORD-18-09880,2170225110,2018-07-26,1
ORD-18-09881,3040711100,2018-07-30,1
ORD-18-09882,2919999100,2018-07-30,3
ORD-18-09883,3900903100,2018-07-30,1
ORD-18-09884,2050149100,2018-07-26,5
ORD-18-09885,3040206000,2018-07-30,1
ORD-18-09886,5290851000,2018-07-27,1
ORD-18-09887,6260341000,2018-07-24,5
ORD-18-09888,2820456000,2018-07-25,9
ORD-18-09889,2320329210,2018-04-09,5
ORD-18-09889,2320329210,2018-07-27,2
ORD-18-09890,3040195000,2018-07-30,1
ORD-18-09891,4970535000,2018-07-30,1
ORD-18-09892,0440243110,2018-07-26,1
ORD-18-09893,3140961000,2018-07-26,1
ORD-18-09894,3882005100,2018-07-26,5
ORD-18-09897,3600213000,2018-07-30,1
ORD-18-09898,2821333000,2018-07-25,5
ORD-18-09899,3882008000,2018-07-26,4
ORD-18-09900,4010173000,2018-07-30,1
ORD-18-09901,3040199000,2018-07-30,1
ORD-18-09902,1780503100,2018-07-30,2
ORD-18-09903,3070266000,2018-07-27,5
ORD-18-09904,2050150000,2018-07-26,2
ORD-18-09905,0000025567,2018-07-27,1
ORD-18-09906,1840016000,2017-07-26,7
ORD-18-09906,1840016000,2017-11-10,4
ORD-18-09906,1840016000,2018-07-23,1
ORD-18-09907,1750324000,2018-07-24,1
ORD-18-09907,1750324000,2018-07-26,1
ORD-18-09907,1750324000,2018-07-27,7
ORD-18-09908,3070266000,2018-07-27,10
ORD-18-09909,4601454210,2018-07-17,8
ORD-18-09910,1780354000,2018-07-27,1
ORD-18-09911,3211530000,2018-07-30,3
ORD-18-09912,2820704100,2018-07-25,9
ORD-18-09913,2310217000,2018-07-26,12
ORD-18-09914,3220979100,2018-07-30,4
ORD-18-09915,2711029000,2018-07-24,2
ORD-18-09916,2822605000,2018-07-25,6
ORD-18-09917,2450012000,2018-07-23,16
ORD-18-09919,1580106000,2018-07-30,1
ORD-18-09920,1719723000,2018-07-30,2
ORD-18-09921,4601454210,2018-07-30,2
ORD-18-09922,4601212110,2018-07-25,7
ORD-18-09924,2702015100,2018-07-30,5
ORD-18-09925,3511121100,2018-07-30,1
ORD-18-09926,2820365000,2018-07-25,9
ORD-18-09927,3610330112,2018-07-30,4
ORD-18-09929,2820501000,2018-07-25,10
ORD-18-09930,4020106100,2018-07-30,1
ORD-18-09931,3130824100,2018-07-30,3
ORD-18-09932,1850257100,2018-07-30,1
ORD-18-09933,2730908000,2018-07-30,8
ORD-18-09935,3121565100,2018-07-26,2
ORD-18-09936,3121010100,2018-07-26,3
ORD-18-09937,2870045000,2018-07-30,2
ORD-18-09938,3121542000,2018-07-26,1
ORD-18-09939,2319937000,2018-07-24,2
ORD-18-09951,3270715000,2018-07-27,3
ORD-18-09952,2820026000,2018-07-31,3
ORD-18-09953,3670120000,2018-07-27,5
ORD-18-09956,3130158000,2018-07-26,2
ORD-18-09957,5110613000,2018-07-12,4
ORD-18-09958,2730641000,2018-07-30,6
ORD-18-09959,3080934000,2018-07-26,1
ORD-18-09960,5361201000,2018-07-30,1
ORD-18-09961,3480047100,2018-07-27,4
ORD-18-09962,2852002000,2018-07-25,4
ORD-18-09963,5340522000,2018-07-30,5
ORD-18-09964,4611022100,2018-07-30,1
ORD-18-09966,2820723000,2018-07-25,5
ORD-18-09967,3479975000,2018-07-30,1
ORD-18-09968,2930004000,2018-07-30,4
ORD-18-09969,0310103100,2018-07-26,3
ORD-18-09970,3241201000,2018-07-30,2
ORD-18-09971,3231067100,2018-07-30,1
ORD-18-09973,3480519000,2018-07-31,2
ORD-18-09974,3020376000,2018-07-31,6
ORD-18-09975,4701801000,2018-07-30,3
ORD-18-09976,4340241000,2018-07-25,2
ORD-18-09977,2230709000,2018-07-31,4
ORD-18-09978,3480519000,2018-07-31,1
ORD-18-09979,3020376000,2018-07-30,3
ORD-18-09980,1921232000,2018-07-26,2
ORD-18-09981,2900191000,2018-07-27,1
ORD-18-09984,3040057000,2018-07-27,1
ORD-18-09985,2820739000,2018-07-31,6
ORD-18-09986,3890913000,2018-07-30,5
ORD-18-09987,2829962000,2018-07-31,6
ORD-18-09988,2820332100,2018-07-31,10
ORD-18-09989,3070264000,2018-07-30,3
ORD-18-09990,4590762000,2018-07-23,1
ORD-18-09991,1230310000,2018-07-31,6
ORD-18-09992,3220285000,2018-07-31,9
ORD-18-09993,1400292000,2017-07-10,2
ORD-18-09993,1400292000,2018-07-31,2
ORD-18-09994,2291211000,2018-07-19,1
ORD-18-09995,4700443000,2018-07-26,5
ORD-18-09997,3890914000,2018-07-30,3
ORD-18-09998,2830429000,2018-07-31,2
ORD-18-09999,5370601110,2018-07-31,2
ORD-18-10000,3211400000,2018-07-31,9
ORD-18-10001,4190629000,2018-07-31,1
ORD-18-10002,3850725000,2018-07-31,2
ORD-18-10003,2810409000,2018-07-31,13
ORD-18-10004,3881210110,2018-07-31,4
ORD-18-10005,3880007100,2018-07-31,2
ORD-18-10006,2089985100,2018-07-31,4
ORD-18-10007,2810409000,2018-07-31,7
ORD-18-10008,1380055000,2018-07-31,1
ORD-18-10009,2830429000,2018-07-31,1
ORD-18-10011,2090752110,2018-07-31,3
ORD-18-10012,5280712000,2018-07-10,1
ORD-18-10013,5320523000,2018-07-10,1
ORD-18-10014,0730159000,2018-07-30,2
ORD-18-10016,4340470000,2018-07-31,3
ORD-18-10017,3651458000,2018-07-31,2
ORD-18-10018,2830429000,2018-07-31,7
ORD-18-10019,2890968000,2018-07-31,1
ORD-18-10020,2450558000,2018-07-20,2
ORD-18-10021,3550002000,2018-07-31,1
ORD-18-10022,6420501000,2018-07-31,5
ORD-18-10023,3261251000,2018-07-27,19
ORD-18-10024,4340102100,2018-07-27,5
ORD-18-10025,2090717110,2018-07-31,5
ORD-18-10026,3890914000,2018-07-30,3
ORD-18-10027,2090692000,2018-07-31,2
ORD-18-10028,2920630000,2018-07-31,2
ORD-18-10029,2470515000,2018-08-01,4
ORD-18-10030,3040499000,2018-08-01,1
ORD-18-10031,6900402000,2018-07-31,7
ORD-18-10032,2090685110,2018-07-31,6
ORD-18-10033,3040504000,2018-08-01,1
ORD-18-10034,2170226000,2018-08-01,2
ORD-18-10035,3250701000,2018-07-27,4
ORD-18-10036,6410033100,2018-07-27,8
ORD-18-10037,3040503000,2018-08-01,1
ORD-18-10038,4690650000,2018-07-26,4
ORD-18-10039,3040508000,2018-08-01,1
ORD-18-10041,3040505000,2018-08-01,1
ORD-18-10042,3040509000,2018-08-01,1
ORD-18-10043,1209997111,2018-08-01,2
ORD-18-10045,4970552100,2018-08-01,2
ORD-18-10047,3251217000,2018-07-30,2
ORD-18-10048,4680959000,2018-08-01,3
ORD-18-10049,1040501110,2018-08-01,3
ORD-18-10050,3515061000,2018-07-27,1
ORD-18-10051,4970530000,2018-08-01,3
ORD-18-10052,2660035000,2018-09-01,1
ORD-18-10054,03.071e+09,2018-07-09,16
ORD-18-10055,3610211110,2018-08-01,1
ORD-18-10057,1719596000,2018-07-26,1
ORD-18-10057,1719596000,2018-08-01,1
ORD-18-10058,2280123000,2018-07-31,2
ORD-18-10059,1580422000,2018-08-01,1
ORD-18-10060,4689979000,2018-08-01,3
ORD-18-10061,2929978000,2018-08-01,3
ORD-18-10063,4970280000,2018-08-01,3
ORD-18-10064,4970205000,2018-08-01,3
ORD-18-10065,2230001100,2018-08-01,1
ORD-18-10066,5070199000,2018-08-01,3
ORD-18-10067,6900402000,2018-07-31,2
ORD-18-10068,2149933110,2018-08-01,1
ORD-18-10069,2149925110,2018-08-01,1
ORD-18-10070,4979986000,2018-08-01,3
ORD-18-10071,2230042100,2018-08-01,1
ORD-18-10074,1569986110,2018-08-01,3
ORD-18-10075,4970738000,2018-08-01,1
ORD-18-10076,3880682000,2018-08-01,8
ORD-18-10077,3090911000,2018-08-01,2
ORD-18-10079,4970600000,2018-08-01,3
ORD-18-10080,6900402000,2018-07-31,1
ORD-18-10081,4970368000,2018-08-01,3
ORD-18-10082,2520271111,2018-07-30,1
ORD-18-10084,5580206000,2018-07-16,4
ORD-18-10085,4020526000,2018-08-01,16
ORD-18-10085,4020526000,2018-09-06,12
ORD-18-10086,2812510000,2018-08-01,11
ORD-18-10087,1380055000,2018-07-31,1
ORD-18-10088,4161511000,2018-08-01,3
ORD-18-10089,2810653100,2018-08-01,2
ORD-18-10090,4161511000,2018-08-01,9
ORD-18-10091,2810501100,2018-08-01,3
ORD-18-10092,2810603100,2018-08-01,1
ORD-18-10093,4020710000,2018-08-01,2
ORD-18-10094,2811622000,2018-08-01,2
ORD-18-10095,3061369000,2018-08-01,3
ORD-18-10096,3460811000,2018-07-31,2
ORD-18-10097,4590315000,2018-07-31,1
ORD-18-10098,4200911100,2018-08-01,2
ORD-18-10100,4200924100,2018-08-01,2
ORD-18-10101,5070659000,2018-08-01,3
ORD-18-10102,2722416000,2018-08-01,1
ORD-18-10103,6900402000,2018-07-31,1
ORD-18-10104,3481047000,2018-07-30,30
ORD-18-10105,3271517000,2018-08-01,10
ORD-18-10106,4940230000,2018-07-26,1
ORD-18-10108,4979993000,2018-08-01,3
ORD-18-10110,4061044000,2018-08-01,11
ORD-18-10111,4061044000,2018-08-01,2
ORD-18-10112,2640128000,2018-07-31,3
ORD-18-10113,4970124000,2018-08-01,3
ORD-18-10114,2811612000,2018-08-01,11
ORD-18-10115,4340047100,2018-08-01,2
ORD-18-10116,4342401000,2018-08-01,3
ORD-18-10117,5400814000,2018-08-01,2
ORD-18-10118,2811611000,2018-08-02,1
ORD-18-10119,4591587000,2018-08-01,4
ORD-18-10120,3050542000,2018-08-01,2
ORD-18-10121,4590155000,2018-07-31,2
ORD-18-10122,2830552000,2018-07-31,6
ORD-18-10123,2810511000,2018-08-01,3
ORD-18-10124,3891836000,2018-08-01,1
ORD-18-10125,1859983111,2018-07-31,1
ORD-18-10127,2810602110,2018-08-01,1
ORD-18-10128,5099988111,2018-07-31,4
ORD-18-10129,3271517000,2018-08-01,5
ORD-18-10130,1539990100,2018-07-31,1
ORD-18-10131,3680693000,2018-08-01,15
ORD-18-10132,4970990100,2018-07-27,1
ORD-18-10133,4701801000,2018-08-01,3
ORD-18-10134,3610242112,2018-08-02,5
ORD-18-10135,4979966000,2018-08-16,3
ORD-18-10136,2811613000,2018-08-01,19
ORD-18-10137,4970977110,2018-08-02,6
ORD-18-10138,3530124000,2018-07-30,20
ORD-18-10139,3890775100,2018-07-31,5
ORD-18-10140,4970380000,2018-08-02,2
ORD-18-10141,4970991000,2018-07-27,1
ORD-18-10143,4970280000,2018-08-02,2
ORD-18-10144,5571271000,2018-08-01,10
ORD-18-10145,1919923000,2018-07-31,2
ORD-18-10146,2451722000,2018-07-31,1
ORD-18-10147,4970292000,2018-08-02,2
ORD-18-10148,1430716000,2018-08-01,3
ORD-18-10149,3670017000,2018-08-01,7
ORD-18-10150,4970349000,2018-08-02,1
ORD-18-10151,2249993200,2018-08-02,1
ORD-18-10152,1709979000,2018-07-30,1
ORD-18-10153,4970120000,2018-08-02,3
ORD-18-10154,2880704000,2018-08-01,12
ORD-18-10155,3030401000,2018-08-02,1
ORD-18-10156,5571581000,2018-08-01,5
ORD-18-10157,3030810000,2018-08-02,1
ORD-18-10158,3030809000,2018-08-02,1
ORD-18-10160,3030804000,2018-08-02,1
ORD-18-10162,1410266000,2018-08-01,6
ORD-18-10164,1921214000,2018-07-31,1
ORD-18-10165,2311021000,2018-07-24,15
ORD-18-10166,3030806000,2018-08-02,1
ORD-18-10167,3291690000,2018-07-25,2
ORD-18-10168,3030808000,2018-08-02,1
ORD-18-10169,3280722000,2018-08-02,1
ORD-18-10170,3530205100,2018-08-02,6
ORD-18-10171,6700404000,2018-07-31,1
ORD-18-10172,2310801000,2018-07-31,19
ORD-18-10173,3250817000,2018-08-02,2
ORD-18-10174,1570012000,2017-10-19,2
ORD-18-10174,1570012000,2018-08-02,1
ORD-18-10176,1070233000,2018-08-02,4
ORD-18-10178,0690051000,2018-08-02,1
ORD-18-10179,2680813000,2018-07-31,1
ORD-18-10180,4310142000,2018-08-02,1
ORD-18-10181,3030811000,2018-08-02,1
ORD-18-10182,2510408000,2018-07-30,16
ORD-18-10183,3251379000,2018-08-02,11
ORD-18-10184,1239919100,2018-08-02,7
ORD-18-10185,3100228000,2018-08-02,19
ORD-18-10186,0060031000,2018-09-04,4
ORD-18-10187,5070664100,2018-07-31,3
ORD-18-10188,4029979000,2018-08-02,11
ORD-18-10190,4200817000,2018-08-02,2
ORD-18-10191,3130818000,2018-08-01,2
ORD-18-10192,4691831000,2018-08-02,1
ORD-18-10193,2819999000,2018-08-02,9
ORD-18-10194,2120692110,2018-07-31,4
ORD-18-10195,4681307000,2018-08-01,2
ORD-18-10196,1850529000,2018-08-01,5
ORD-18-10197,3550027100,2018-08-02,8
ORD-18-10198,3070352000,2018-07-25,10
ORD-18-10199,3220922000,2018-08-02,3
ORD-18-10200,3611461000,2018-07-31,1
ORD-18-10201,2120755100,2018-07-31,1
ORD-18-10202,5010404000,2018-08-02,3
ORD-18-10203,2819999000,2018-08-02,1
ORD-18-10205,2910105000,2018-07-31,1
ORD-18-10207,3460023000,2018-08-01,10
ORD-18-10208,2819999000,2018-08-02,2
ORD-18-10209,2610577000,2018-08-02,1
ORD-18-10210,4671021000,2018-08-01,5
ORD-18-10211,4320195000,2018-08-01,3
ORD-18-10212,4961620000,2018-08-03,4
ORD-18-10213,3049976000,2018-08-03,1
ORD-18-10214,3290417100,2018-08-02,1
ORD-18-10215,4710909000,2018-08-01,3
ORD-18-10216,3490255110,2018-07-24,2
ORD-18-10217,2280116000,2018-08-01,4
ORD-18-10218,1920082000,2018-07-31,6
ORD-18-10219,3480519000,2018-07-31,3
ORD-18-10220,4970287000,2018-08-02,2
ORD-18-10221,3461525000,2018-07-27,5
ORD-18-10222,4970287000,2018-08-02,4
ORD-18-10223,3030106000,2018-08-03,1
ORD-18-10224,3251337000,2018-07-25,2
ORD-18-10225,3030103100,2018-08-03,1
ORD-18-10227,4971285000,2018-08-02,6
ORD-18-10228,1429985114,2018-08-03,1
ORD-18-10229,5010671000,2018-07-30,3
ORD-18-10232,3070062000,2018-07-31,3
ORD-18-10233,1429985116,2018-08-03,1
ORD-18-10234,4591354000,2018-08-03,1
ORD-18-10235,1920089000,2018-07-31,5
ORD-18-10236,1429985115,2018-08-03,1
ORD-18-10237,3080491000,2018-08-02,1
ORD-18-10239,1439990110,2018-08-03,1
ORD-18-10240,3060456000,2018-08-02,3
ORD-18-10241,4611336000,2018-08-02,6
ORD-18-10242,1439989212,2018-08-03,4
ORD-18-10244,3610125110,2017-08-07,2
ORD-18-10244,3610125110,2018-07-31,2
ORD-18-10245,3060451000,2018-08-02,4
ORD-18-10247,3080351000,2018-08-02,2
ORD-18-10248,3071200000,2018-08-01,24
ORD-18-10249,2870078000,2018-07-31,9
ORD-18-10250,1700377000,2018-08-03,1
ORD-18-10251,2731208000,2018-08-03,1
ORD-18-10252,5301202000,2018-08-03,8
ORD-18-10253,5301202000,2018-08-03,7
ORD-18-10254,3100344100,2018-08-02,1
ORD-18-10255,3281023000,2018-08-01,3
ORD-18-10256,4601794000,2018-07-31,3
ORD-18-10257,3281816000,2018-08-01,5
ORD-18-10258,5790018110,2018-07-25,1
ORD-18-10259,5790018110,2018-07-25,1
ORD-18-10260,5790018110,2018-07-25,1
ORD-18-10261,3670884000,2018-08-01,8
ORD-18-10262,5790018110,2018-07-25,1
ORD-18-10263,5790018110,2018-07-25,1
ORD-18-10264,3102116000,2018-08-02,1
ORD-18-10265,5790018110,2018-07-25,1
ORD-18-10266,5790018110,2018-07-25,2
ORD-18-10267,5790018110,2018-07-25,1
ORD-18-10268,5790018110,2018-07-25,1
ORD-18-10269,3132341000,2018-07-12,1
ORD-18-10270,4601794000,2018-09-05,4
ORD-18-10271,4989984110,2018-08-01,1
ORD-18-10272,3102216000,2018-08-02,1
ORD-18-10273,3122278000,2018-08-02,6
ORD-18-10274,3651118100,2018-08-01,12
ORD-18-10275,3651428000,2018-08-02,10
ORD-18-10276,4690735100,2018-08-03,3
ORD-18-10277,2860230000,2018-08-02,1
ORD-18-10278,2451540000,2018-08-03,1
ORD-18-10279,6701611000,2018-08-03,1
ORD-18-10280,3030401000,2018-08-02,2
ORD-18-10281,5941081000,2018-08-03,2
ORD-18-10282,3030402000,2018-08-02,4
ORD-18-10284,3882273000,2018-08-06,1
ORD-18-10285,2050182400,2018-08-02,17
ORD-18-10286,5511201000,2018-08-06,1
ORD-18-10287,3030504000,2018-08-02,5
ORD-18-10288,3502016110,2018-08-06,3
ORD-18-10289,4332218000,2018-08-01,3
ORD-18-10290,2831089000,2018-08-03,1
ORD-18-10291,2920442000,2018-08-02,2
ORD-18-10292,3522065100,2018-08-06,3
ORD-18-10293,4360541000,2018-08-02,4
ORD-18-10294,3251337000,2018-07-25,2
ORD-18-10295,3220197000,2018-08-06,3
ORD-18-10296,4620169000,2018-08-02,8
ORD-18-10298,4350201000,2017-09-18,1
ORD-18-10298,4350201000,2018-08-02,2
ORD-18-10299,5969955100,2018-07-25,1
ORD-18-10300,5969955100,2018-07-25,1
ORD-18-10301,5969955100,2018-07-25,1
ORD-18-10302,5969955100,2018-07-25,1
ORD-18-10303,5969955100,2018-07-25,1
ORD-18-10304,1389984112,2018-08-06,7
ORD-18-10305,3480420000,2018-08-02,3
ORD-18-10306,1780101110,2018-08-06,1
ORD-18-10307,3540249000,2018-08-02,12
ORD-18-10309,4000084000,2018-08-02,5
ORD-18-10310,4670489100,2018-08-02,2
ORD-18-10311,1780149100,2018-08-06,1
ORD-18-10312,2050182400,2018-08-02,1
ORD-18-10313,1829980210,2018-08-06,1
ORD-18-10314,1930108000,2018-08-02,1
ORD-18-10315,3530121100,2018-07-30,8
ORD-18-10316,2130719100,2018-08-06,2
ORD-18-10317,4000033100,2018-08-02,5
ORD-18-10319,4591223000,2018-08-06,2
ORD-18-10321,1190013000,2017-02-15,6
ORD-18-10321,1190013000,2018-02-12,6
ORD-18-10321,1190013000,2018-08-06,1
ORD-18-10323,3090856000,2018-07-27,2
ORD-18-10324,6690671000,2018-08-06,1
ORD-18-10325,1530351000,2018-08-03,1
ORD-18-10326,0341242000,2018-08-03,1
ORD-18-10327,1760346000,2018-08-03,1
ORD-18-10328,4680064000,2018-08-06,5
ORD-18-10330,1870105000,2018-08-02,2
ORD-18-10331,3050110000,2018-08-06,2
ORD-18-10332,7169999110,2018-08-06,6
ORD-18-10333,3512680000,2018-08-01,23
ORD-18-10334,3550862000,2018-08-06,2
ORD-18-10335,1380164100,2018-08-03,4
ORD-18-10336,3131348100,2018-07-31,8
ORD-18-10337,2842168000,2018-08-06,1
ORD-18-10338,3891205000,2018-08-06,7
ORD-18-10339,1870094000,2018-08-03,1
ORD-18-10340,4020707000,2018-08-06,16
ORD-18-10341,4090537000,2018-08-06,2
ORD-18-10342,4590315000,2018-08-07,1
ORD-18-10343,3861104200,2018-08-06,2
ORD-18-10344,3861104100,2018-08-06,2
ORD-18-10345,3881011000,2018-08-06,1
ORD-18-10346,4693202000,2018-08-06,4
ORD-18-10347,1850548100,2018-07-11,1
ORD-18-10348,3280101000,2018-08-01,2
ORD-18-10349,2831090000,2018-08-03,5
ORD-18-10350,0390313000,2018-07-25,1
ORD-18-10351,3140220100,2018-08-02,5
ORD-18-10352,3280101000,2018-08-01,14
ORD-18-10353,0369989124,2018-08-06,2
ORD-18-10354,2650074000,2018-08-06,7
ORD-18-10355,4579900000,2018-08-07,1
ORD-18-10356,2070227000,2018-08-06,1
ORD-18-10359,2070227000,2018-08-06,7
ORD-18-10361,1439993110,2018-08-07,2
ORD-18-10364,6699970100,2018-08-07,2
ORD-18-10366,3140649000,2018-08-06,4
ORD-18-10368,2930017000,2018-08-06,1
ORD-18-10369,1410510000,2018-08-06,4
ORD-18-10370,1190013000,2018-08-07,1
ORD-18-10371,3211536000,2018-08-03,6
ORD-18-10372,3470706000,2018-07-27,1
ORD-18-10373,2620603000,2018-08-07,1
ORD-18-10374,1079989112,2018-08-07,2
ORD-18-10375,4709971000,2018-08-03,4
ORD-18-10376,2860812127,2018-08-07,1
ORD-18-10377,3111724000,2018-08-07,1
ORD-18-10378,1079988100,2018-08-07,4
ORD-18-10379,2130390000,2018-08-06,3
ORD-18-10380,2860812127,2018-08-06,1
ORD-18-10381,2520021000,2018-08-06,7
ORD-18-10382,3980548113,2018-08-07,2
ORD-18-10384,4992092000,2018-08-07,2
ORD-18-10385,2712731000,2018-08-06,1
ORD-18-10386,2510443000,2018-08-06,1
ORD-18-10387,2830915100,2018-08-06,1
ORD-18-10389,2811514000,2018-08-07,6
ORD-18-10390,3070558000,2018-08-02,6
ORD-18-10391,2840303000,2018-07-31,20
ORD-18-10392,2300609000,2018-08-06,2
ORD-18-10393,2810635000,2018-08-03,7
ORD-18-10394,3109978000,2018-08-03,1
ORD-18-10395,2710515000,2018-08-03,14
ORD-18-10396,2520331310,2018-08-06,2
ORD-18-10397,2300649000,2018-08-06,2
ORD-18-10398,0060002100,2018-08-07,1
ORD-18-10400,3111209000,2018-08-02,8
ORD-18-10401,2140303000,2018-08-06,2
ORD-18-10402,1160119000,2018-08-03,6
ORD-18-10403,3059989100,2018-08-06,2
ORD-18-10404,5580158000,2018-07-30,3
ORD-18-10405,2830552000,2018-08-07,1
ORD-18-10406,3870302000,2018-08-07,1
ORD-18-10407,3071237000,2018-08-07,12
ORD-18-10408,1369980121,2018-08-01,1
ORD-18-10409,2670122000,2018-08-07,7
ORD-18-10410,2451909000,2018-09-07,7
ORD-18-10411,3870316000,2018-08-07,8
ORD-18-10412,4050313000,2018-08-07,1
ORD-18-10413,4050311000,2018-08-07,2
ORD-18-10414,4610011000,2018-08-03,5
ORD-18-10415,3611971000,2018-08-07,4
ORD-18-10416,2080532000,2018-08-07,8
ORD-18-10417,4050312000,2018-08-07,3
ORD-18-10418,4960117000,2018-08-03,4
ORD-18-10419,3030105000,2018-08-07,1
ORD-18-10420,2811509000,2018-08-01,15
ORD-18-10421,2611337000,2018-08-07,1
ORD-18-10422,2811505000,2018-08-01,12
ORD-18-10423,5360918000,2018-08-07,3
ORD-18-10424,4690205000,2018-08-07,3
ORD-18-10425,1180263000,2018-08-01,7
ORD-18-10427,4701905000,2018-08-03,1
ORD-18-10428,2430766000,2018-08-06,2
ORD-18-10429,3211260000,2018-08-07,11
ORD-18-10430,3080918000,2018-08-07,5
ORD-18-10431,4360398000,2018-08-07,1
ORD-18-10432,5340478000,2018-08-07,1
ORD-18-10433,2811504000,2018-08-01,15
ORD-18-10434,5521591000,2018-08-07,1
ORD-18-10435,1750059000,2018-08-07,1
ORD-18-10437,4961048000,2018-08-03,2
ORD-18-10438,3080905000,2018-08-03,8
ORD-18-10439,3320029000,2018-08-08,1
ORD-18-10440,1520904100,2018-08-08,1
ORD-18-10441,4960142000,2018-08-03,8
ORD-18-10442,1439950100,2018-08-13,1
ORD-18-10443,3910203000,2018-08-07,4
ORD-18-10445,2520239000,2018-08-07,4
ORD-18-10446,3890720000,2018-08-07,1
ORD-18-10447,2890040000,2018-08-07,2
ORD-18-10448,4161167000,2018-08-07,2
ORD-18-10449,3320035000,2018-08-08,1
ORD-18-10450,1920831000,2018-08-07,2
ORD-18-10451,4971124000,2018-08-03,4
ORD-18-10452,4991231000,2018-08-08,1
ORD-18-10453,3922124110,2018-08-08,1
ORD-18-10454,5030909100,2018-08-07,1
ORD-18-10455,4310354000,2018-08-07,5
ORD-18-10457,4990737000,2018-08-08,1
ORD-18-10458,4991720000,2018-08-07,3
ORD-18-10459,1920373100,2018-08-07,2
ORD-18-10460,4320271000,2018-08-06,1
ORD-18-10461,0390003111,2018-07-25,1
ORD-18-10462,1920372000,2018-08-07,4
ORD-18-10463,4992033100,2018-08-08,1
ORD-18-10464,1920346000,2018-08-07,2
ORD-18-10465,1920377000,2018-08-07,1
ORD-18-10466,1920835000,2018-08-07,1
ORD-18-10467,1710388000,2018-08-08,1
ORD-18-10468,4340260000,2018-08-01,6
ORD-18-10469,3921612000,2018-08-08,1
ORD-18-10470,1710008000,2018-08-08,3
ORD-18-10471,6449917113,2018-08-08,1
ORD-18-10472,4190566000,2018-08-08,2
ORD-18-10473,1719570000,2018-08-08,7
ORD-18-10474,5480014000,2018-08-08,2
ORD-18-10475,4580768000,2018-08-08,1
ORD-18-10476,4200456100,2018-08-08,4
ORD-18-10480,0839997119,2018-07-26,1
ORD-18-10481,4020336000,2018-08-08,2
ORD-18-10483,1580278000,2018-08-08,3
ORD-18-10485,4310820000,2018-08-08,1
ORD-18-10487,3019999000,2018-08-01,1
ORD-18-10488,2722418000,2018-08-07,1
ORD-18-10490,3100407000,2018-08-06,1
ORD-18-10491,1930305000,2018-08-07,2
ORD-18-10492,3320042000,2018-08-08,1
ORD-18-10493,3140642000,2018-08-08,6
ORD-18-10494,3291801000,2018-08-08,7
ORD-18-10495,3019999000,2018-08-01,2
ORD-18-10497,3141155000,2018-08-08,3
ORD-18-10498,4970280000,2018-08-07,2
ORD-18-10499,2812416100,2018-08-01,14
ORD-18-10500,2300129000,2018-08-08,1
ORD-18-10501,3140637000,2018-08-08,9
ORD-18-10502,2240547100,2018-08-08,2
ORD-18-10503,3240977110,2018-08-08,1
ORD-18-10504,4970616000,2018-08-07,2
ORD-18-10505,3250797000,2018-08-08,1
ORD-18-10506,3140983000,2018-08-08,4
ORD-18-10507,3882016000,2018-08-08,4
ORD-18-10508,4069993400,2018-08-09,1
ORD-18-10509,0310108120,2018-08-01,4
ORD-18-10510,5529964000,2018-08-08,1
ORD-18-10511,4991204000,2018-08-07,1
ORD-18-10512,4351008000,2017-09-08,1
ORD-18-10512,4351008000,2018-08-08,4
ORD-18-10516,3140991000,2018-08-08,9
ORD-18-10518,4670707000,2018-08-07,1
ORD-18-10519,3651416000,2018-08-07,11
ORD-18-10520,4680527000,2018-08-08,3
ORD-18-10522,3030804000,2018-08-09,2
ORD-18-10523,6230702100,2018-08-08,2
ORD-18-10524,3141041100,2018-08-08,6
ORD-18-10525,3210768000,2018-08-08,9
ORD-18-10526,3040505000,2018-08-09,1
ORD-18-10527,6719979100,2018-08-08,2
ORD-18-10528,3141029000,2018-08-09,7
ORD-18-10529,0310108110,2018-08-01,4
ORD-18-10530,2811602000,2018-08-06,2
