wdfi_id,corp_name_clean,address_city,wdfi_group_id,corp_mprop_match
N047089,NORTHERN BLUFFS LLC,1123 N ASTOR ST MILWAUKEE,129,FALSE
S113875,SPLENDOR HOLDINGS LLC,3121 W WISCONSIN AV 3 MILWAUKEE,985,FALSE
E050200,EGC 2943 CRAMER LLC,2321 E CAPITOL DR 300 SHOREWOOD,705,TRUE
N047097,"NATIONAL RESOURCE SERVICE LLC",3303 W NATIONAL AV MILWAUKEE,1051,FALSE
C097469,CAW1956 LLC,6514 W MOLKE AV MILWAUKEE,1707,TRUE
O033191,OTTER CREEK SEGMENT LLC,728 OTTER CREEK TRL ALTOONA,1814,TRUE
P069978,P2 SELF STORAGE LLC,524 TECHNOLOGY WA SAUKVILLE,1510,FALSE
A082356,ALPINE PROPERTIES LLC,3770 N 97TH ST MILWAUKEE,1172,TRUE
T072993,2814 N 55TH JTN LLC,5124 NATURE TRL RACINE,1479,TRUE
S113934,SHEBOYGAN CAPITAL CORP,PO BOX 1602 MILWAUKEE,2229,FALSE
H059680,HWY100 INVESTMENTS LLC,2005 N CALHOUN RD BROOKFIELD,575,FALSE
G055691,GREAT GRASS MKE LLC,1809 N VEL R PHILLIPS AV MILWAUKEE,489,FALSE
B086927,BREXSTER LLC,307 CHARLESTON DR WILMINGTON,973,TRUE
S084789,S&S HOLDINGS OF MILWAUKEE LLC,2437 N SHERMAN BL MILWAUKEE,749,FALSE
P070047,PLEASANT JACKSON LLC,1441 N FRANKLIN PL 221 MILWAUKEE,329,FALSE
S114063,SOUTHEASTERN WISCONSIN INVESTMENTS 2 LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
A082478,ATD RENTALS 64 LLC,15300 W HOWARD AV 510678 NEW BERLIN,372,FALSE
T073106,TE X LLC,8210 W APPLETON AV MILWAUKEE,1914,TRUE
R067731,RAMAN MARKET LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
J045986,JUSTIN GAFFNEY CONSTRUCTION LLC,227037 PINTAIL LA WAUSAU,687,FALSE
T073167,TDL PROPERTIES LLC,640 S 28TH ST MILWAUKEE,1702,TRUE
S114199,SIMONIS LLC,2165 N HI MOUNT BL MILWAUKEE,646,TRUE
A082560,A2 PROPERTIES LLC,2553 W ORCHARD HILLS DR 102 OAK CREEK,792,TRUE
R067774,RYZS INVESTMENT LLC,PO BOX 250499 MILWAUKEE,2272,TRUE
Q004509,QPR LLC,1294 CHESTERWOOD LA PEWAUKEE,244,TRUE
T073222,TWO RPM LLC,2457 N TR AV MILWAUKEE,758,TRUE
A082595,ANR HOMES LLC,2633 W HICKORY LA MEQUON,821,TRUE
A082617,ALTOR INVESTMENTS LLC,17145 J W BLUEMOUND RD 147 BROOKFIELD,447,TRUE
A082619,AARNA FAMILY CARE LLC,7312 148TH AV KENOSHA,1821,FALSE
L060533,LONAPPEN PROPERTIES LLC,PO BOX 43 OAK CREEK,2302,FALSE
E050318,EDUARDOS TREE SERVICE LLC,2705 S 46TH ST MILWAUKEE,836,FALSE
R067826,RILI MANAGEMENT LLC,18535 W DENA DR NEW BERLIN,516,FALSE
B087148,BRIGHT LIFE PROPERTIES LLC,2768 S LENOX ST MILWAUKEE,865,FALSE
U021322,URBANE PROPERTIES LLC,606 E JUNEAU AV 511385 MILWAUKEE,1647,TRUE
L060568,LANCELOT BUILDERS LLC,509 CENTURY OAK DR WAUKESHA,1473,FALSE
F056725,4318 N 38TH LLC,6650 W STATE ST 137 WAUWATOSA,1726,TRUE
E050341,ETHOS PROPERTIES LLC,N59W14200 BOBOLINK AV MENOMONEE FALLS,2147,TRUE
K049468,KAT BELL INVESTMENTS LLC,9900 S FRANKLIN DR FRANKLIN,2080,TRUE
V027692,VEIN PROPERTIES LLC,705 INDEPENDENCE BL LINDENHURST,1788,TRUE
S048252,FOUNDERS 3 MANAGEMENT COMPANY,252 E HIGHLAND AV MILWAUKEE,776,FALSE
M099390,MERRILL PARK PETROLEUM CORP,200 N 35TH ST MILWAUKEE,570,FALSE
F056767,4604 24TH ST JTN LLC,5124 NATURE TRL RACINE,1479,FALSE
P070221,PAPAYOYO LLC,3954 S HOWELL AV MILWAUKEE,1228,FALSE
R057318,55TH STREET INDUSTRIAL LLC,2116 W CORNELL ST MILWAUKEE,627,FALSE
T073383,TTNG LLC,10936 N PORT WASHINGTON RD SUITE 326 MEQUON,103,FALSE
L060623,LFG REAL ESTATE 1 LLC,3312 W ALVINA AV MILWAUKEE,1058,TRUE
L060624,LFG REAL ESTATE 2 LLC,3312 W ALVINA AV MILWAUKEE,1058,TRUE
L060625,LFG REAL ESTATE 3 LLC,3312 W ALVINA AV MILWAUKEE,1058,TRUE
L060626,LFG REAL ESTATE 4 LLC,3312 W ALVINA AV MILWAUKEE,1058,TRUE
L060627,LFG REAL ESTATE 5 LLC,3312 W ALVINA AV MILWAUKEE,1058,TRUE
T073387,THE SANCTUARY AT CHEROKEE POINT LLC,4864 S 10TH ST MILWAUKEE,1437,FALSE
I032289,INZEROTECH SOFTWARE LLC,4489 W WOODLAND DR FRANKLIN,1368,FALSE
K049528,KANE PLACE COTTAGE LLC,3055 N FREDERICK AV MILWAUKEE,968,TRUE
C097911,CREAM CITY RENTALS LLC,N14W27583 SILVERNAIL RD PEWAUKEE,2107,TRUE
L060672,LEGENDARY TRANSPORT LLC,5401 W LISBON AV MILWAUKEE,1539,FALSE
F056831,FIRE ISLAND LLC,10517 W WOODWARD AV WAUWATOSA,70,FALSE
T073498,2664 INVESTMENTS LLC,3316 N 39TH ST MILWAUKEE,1060,TRUE
H059970,HOMEWARD LLC,N75W22531 CHESTNUT HILL RD SUSSEX,2166,TRUE
R068054,RUBY PROPERTIES LLC,4533 N LARKIN ST SHOREWOOD,1375,FALSE
Q005420,QUICKSALEAUTO LLC,9310 N 107TH ST MILWAUKEE,2037,FALSE
J046215,JKN INVESTMENTS LLC,18535 W DENA DR NEW BERLIN,516,FALSE
D059856,DOMINION BNB LLC,2025 N SUMMIT AV MILWAUKEE,592,FALSE
S114688,S2 REAL ESTATE 2509 W BECHER LLC,11512 W WOODSIDE DR HALES CORNERS,153,FALSE
A082912,AXT PROPERTIES LLC,W148N8334 ALBERT PL MENOMONEE FALLS,2421,TRUE
N047397,NJB REALTY LLC,27 W PENN ST LONG BEACH,834,TRUE
W068537,WEST PROPERTY GROUP LLC,10505 W HAWTHORNE FARM LA MEQUON,69,TRUE
L060753,LINEBARGER LLC,1520 HUNTINGTON PARK DR REEDSBURG,363,TRUE
C098093,CRG INVESTMENTS LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
M099730,MLG/PF GATEWAY OAKS INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
O033437,19000 HQ LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
O027570,211 FLORIDA LLC,4828 W LISBON AV MILWAUKEE,1428,TRUE
T073673,3527 LLC,5863 CENTURY HILLS CT WEST BEND,1613,TRUE
T073674,3320 LLC,5863 CENTURY HILLS CT WEST BEND,1613,FALSE
R068198,RENEW BAY VIEW LLC,2534 S KINNICKINNIC AV 103 MILWAUKEE,783,FALSE
B087608,BAY VIEW TRIANGLE LLC,2534 S KINNICKINNIC AV 103 MILWAUKEE,783,FALSE
A083112,AUTO HAULERS LLC,1213 W MALLORY AV MILWAUKEE,183,FALSE
C098264,CANAL STREET INVESTMENTS LLC,PO BOX 1602 MILWAUKEE,2229,FALSE
F057015,5011 67TH JTN LLC,5124 NATURE TRL RACINE,1479,TRUE
S114985,SILICON PASTURES II LLC,6174 WASHINGTON CR WAUWATOSA,1677,TRUE
S114976,SERENO PARTNERS INC,7645 MICHNA RD RACINE,1850,FALSE
J046389,JAVAA LLC,1500 W STILLWATER CT MEQUON,347,TRUE
N047520,N 61ST LLC,N85W16110 APPLETON AV 943 MENOMONEE FALLS,2177,TRUE
C098039,CARMEN COURT-5830 LLC,PO BOX 242444 MILWAUKEE,2270,FALSE
P070570,PARK HILL WI LLC,W140N14045 COUNTRY AIRE DR GERMANTOWN,2413,TRUE
W068675,WINTO REAL ESTATE LLC,2024 N 55TH ST MILWAUKEE,589,FALSE
J046423,JSHAH LLC,17035 W WISCONSIN AV 100 BROOKFIELD,443,FALSE
M100017,MOHAWK NORTH LLC,2209 S 62ND ST WEST ALLIS,658,FALSE
A083273,ALBERTINE HOUSE LLC,1977 MAYFIELD RD RICHFIELD,567,TRUE
L060964,LU & ME RENTALS LLC,3411 COUNTRY AIRE DR CEDARBURG,1085,TRUE
T073996,TE XI LLC,8210 W APPLETON AV MILWAUKEE,1914,TRUE
W068740,WOODSTOCK REALTY LLC,3206 N FRATNEY ST MILWAUKEE,1017,TRUE
C098458,CREAM HOUSE LLC,5902 N 61ST ST MILWAUKEE,1616,TRUE
N047599,NOBLER ENTERPRISES LLC,6706 W CARMEN AV MILWAUKEE,1743,TRUE
Z005964,ZJ CONSTRUCTION LLC,11335 N RUDELLA RD MEQUON,143,FALSE
S115287,SILVER LANE LLC,3624 W SILVER SPRING DR MILWAUKEE,1141,FALSE
P070698,PRAIRIEGRASS EQUITY LLC,330 E KILBOURN AV 600 MILWAUKEE,1048,FALSE
J046540,JASO'S INVESTMENTS LLC,1431 S 9TH ST MILWAUKEE,324,TRUE
G056204,GATEWAY OAKS ACQUISITION LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
A083489,ATD RENTALS 65 LLC,15300 W HOWARD AV 510678 NEW BERLIN,372,FALSE
E050752,ET REMODELING LLC,4202 W CHERRYWOOD LA BROWN DEER,1297,FALSE
M100244,MURRAY SMITH LLC,N56W35133 PONDVIEW LA OCONOMOWOC,2141,FALSE
B088058,BLACK IS GOLD KAFE LLC,1345 N JEFFERSON ST SUITE 144 MILWAUKEE,288,FALSE
H060349,HOME AT HEART PROPERTIES CO,7720 W BURLEIGH ST MILWAUKEE,1860,TRUE
V027874,VANCE PROPERTIES4 LLC,2622 S 162ND ST NEW BERLIN,816,FALSE
N047687,N&S DREAM PROPERTIES LLC,320 E EVANDALE DR OAK CREEK,1013,TRUE
R068527,RAGGA HOLDINGS LLC,1626 W FOND DU LAC AV MILWAUKEE,409,FALSE
R068546,REVIVE MKE LLC,1345 N JEFFERSON ST APT 168 MILWAUKEE,286,TRUE
P070861,PRIORITY GROUP LLC,PO BOX 18846 MILWAUKEE,2245,TRUE
S115587,7016 76TH LLC,6005 N 76TH ST MILWAUKEE,1631,FALSE
O033659,OUR FUTURE LOVING CHILD CARE LLC,PO BOX 18058 MILWAUKEE,2242,FALSE
E050795,EAST WRIGHT LLC,PO BOX 11419 MILWAUKEE,2212,TRUE
O033642,1741 FARWELL LLC,PO BOX 11419 MILWAUKEE,2212,TRUE
K049933,K B CO 4733 LLC,2333 MISTY LA WAUKESHA,710,FALSE
S115663,SKYFORGER LLC,4812 W LLOYD ST MILWAUKEE,1425,FALSE
T074332,3000-3002 N FREDERICK LLC,5137 28TH ST KENOSHA,1484,TRUE
S115708,SAYRIAN LLC,9860 W SAINT STEPHANS DR FRANKLIN,2079,TRUE
R068652,ROADE LLC,1500 W STILLWATER CT MEQUON,347,FALSE
P070974,PSP PROPERTY LLC,522 GREEN BAY RD THIENSVILLE,1501,TRUE
S115753,SPLENDOR HOMES LLC,3121 W WISCONSIN AV 3 MILWAUKEE,985,FALSE
D060328,DES1 LLC,4771 N SANTA MONICA BL MILWAUKEE,1420,TRUE
M100486,MLG/PF MSP SW INDUSTRIAL CO-INVESTOR LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
M100493,MLG/PF MSP SW INDUSTRIAL INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
S115731,STEJELOR HOMES LLC,2411 9TH AV BLOOMER,734,TRUE
B088263,BREEZE ENTERPRISES CORPORATION,3520 S 84TH ST MILWAUKEE,1118,FALSE
T074458,TRIMLAND GROUP LLC,N85W16110 APPLETON AV 1124 MENOMONEE FALLS,2176,FALSE
M100510,MILWAUKEE CONSTRUCTION LLC,3248 N WEIL ST MILWAUKEE,1034,FALSE
G056359,GILL STAR CONSTRUCTION LLC,3985 E COOPER CT OAK CREEK,1233,FALSE
E050904,EGC 3304 NEWHALL LLC,2321 E CAPITOL DR 300 SHOREWOOD,705,TRUE
N047797,N 55TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
W068987,W VIENNA LLC,17 FOXBORO CR MADISON,438,TRUE
N047798,N 40TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
T074495,3754 N 40TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
N047799,N 52ND ST LLC,17 FOXBORO CR MADISON,438,TRUE
N047800,N 50TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
N047801,N 60TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
T074496,2638-40 N 60TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
N047802,N 84TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
N047803,N 37TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
N047804,N 54TH ST LLC,17 FOXBORO CR MADISON,438,TRUE
W068988,W SHERIDAN LLC,17 FOXBORO CR MADISON,438,TRUE
A083809,A ONE FINANCIAL SOURCES INC,5500 S HOWELL AV 1185 MILWAUKEE,1561,FALSE
M100552,MKCOVERMILWAUKEE LLC,11130 W FLORIST AV MILWAUKEE,122,TRUE
C098967,CLM ONE LLC,223 N WATER ST 500 MILWAUKEE,671,TRUE
T074479,326 FLORIDA LLC,234 W FLORIDA ST 302 MILWAUKEE,714,FALSE
M100636,MILWAUKEE METRO LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
W069038,WIECHMANN REALTY LLC,1010 N CASS ST MILWAUKEE,21,FALSE
R068756,RAY EMINI LLC,7249 W GREENFIELD AV WEST ALLIS,1808,TRUE
S115941,SUNLIGHT KISSES PHOTOGRAPHY LLC,W326S8995 STONE BROOK PASS MUKWONAGO,2480,FALSE
E050953,ETHAN ALLEN PROPERTY LLC,700 S WATER ST MILWAUKEE,1779,FALSE
D057965,A & A PROPERTY MANAGEMENT LLC,2542 S BURRELL ST MILWAUKEE,788,FALSE
S115960,STATESAN LLC,700 S WATER ST MILWAUKEE,1779,FALSE
N047851,NORWICH PARK MANAGEMENT LLC,S79W15907 AUD MAR DR MUSKEGO,2392,FALSE
M100662,MORGAN PARK MANAGEMENT LLC,S79W15907 AUD MAR DR MUSKEGO,2392,TRUE
R068777,RGK PROPERTIES LLC,N54W27923 SUTTON CT SUSSEX,2138,TRUE
S115974,SPARK 413 LLC,PO BOX 614 MERTON,2328,FALSE
M100685,MERCY II LLC,8816 KAEHLERS MILL RD CEDARBURG,1984,FALSE
K050053,KUSTOM PROPERTY SOLUTIONS LLC,5165 S BRENNAN DR NEW BERLIN,1493,TRUE
O033790,OVERLAND PROPERTY MANAGEMENT LLC,2741 S 29TH ST MILWAUKEE,852,FALSE
L061380,LIFE LIVING HOME HEALTH CARE LLC,1408 S 24TH ST 1 MILWAUKEE,314,FALSE
M100738,M LEE INVESTMENTS LLC,7230 W LAKEFIELD DR 1 MILWAUKEE,1807,TRUE
T074687,TCPF PROPERTIES LLC,550 LAMBERT DR SLINGER,1560,TRUE
R068844,RED ARROW DEVELOPMENT INC,10444 W TERRA AV MILWAUKEE,66,TRUE
F057502,55TH LISBON LLC,12712 W ARDEN PL BUTLER,239,FALSE
M100776,MQ2 LIVING LLC,810 E WABASH PL MILWAUKEE,1901,TRUE
C099172,CB TEWELES REDEVELOPMENT MM LLC,1080 MONTREAL AV ATTN: JOANNE SOLIS SAINT PAUL,90,FALSE
C099173,CB TEWELES REDEVELOPMENT LLC,1080 MONTREAL AV ATTN: JOANNE SOLIS SAINT PAUL,90,FALSE
T073200,GLENDALE INDUSTRIAL LLC,2116 W CORNELL ST MILWAUKEE,627,FALSE
P071200,PREMIER COIN LAUNDRY LLC,4864 S 10TH ST MILWAUKEE,1437,FALSE
B088595,BRIDGESTONE CONSOLIDATED LLC,10125 S 52ND ST FRANKLIN,25,FALSE
T074792,TOUCH OF HANDS LLC,5104 N 22ND ST MILWAUKEE,1475,TRUE
B056277,BEFORE AND AFTER REHAB LLC,2904 N 51ST ST MILWAUKEE,904,TRUE
R068922,REALITY INVESTMENTS LLC,1630 N 27TH ST MILWAUKEE,412,TRUE
T074807,303 SOUTH 64TH LLC,7707 STICKNEY AV WAUWATOSA,1857,TRUE
V028009,VISIONARY LEAGUE LLC,9016 W BURLEIGH ST MILWAUKEE,2004,FALSE
X002191,XENA REAL ESTATE LLC,11933 W BURLEIGH ST 2 MILWAUKEE,172,FALSE
W069177,WI LAND CONTRACTS LLC,425 E BROADWAY 101 WAUKESHA,1318,TRUE
G056571,GOOD LAND CAPITAL LLC,3930 N FARWELL AV SHOREWOOD,1216,TRUE
Y004912,YARDS LLC,808 PENN AV 300 PITTSBURGH,1899,TRUE
H060702,HOUSE COPPER & COOKWARE LLC,1369 N PORT WASHINGTON RD 361 GRAFTON,297,FALSE
G056584,GOOD HOPE MART LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
S116294,SHAMROCK 7 CHASE CAPITOL LLC,PO BOX 1602 MILWAUKEE,2229,FALSE
A084126,A&R REHABS LLC,6631 W GLENBROOK RD MILWAUKEE,1720,TRUE
O033869,OAKBROOK CONDOS CORP,3311 GOLF RD EAU CLAIRE,1056,FALSE
J046979,JMR RENTAL PROPERTIES LLC,2648 S GREELEY ST APT 5 MILWAUKEE,827,TRUE
B088707,BLACK IRIS LLC,7301 S TRINITY CT FRANKLIN,1815,TRUE
O033899,1629 LLC,12633 N RIVER FOREST CR MEQUON,236,FALSE
V028035,VP HOLDINGS 1 LLC,1020 E LAND PL MILWAUKEE,32,FALSE
W069209,WALTER'S SECOND CHANCE OF MILWAUKEE LLC,PO BOX 250780 MILWAUKEE,2273,FALSE
T074959,TOWER13 LLC,PO BOX 525 HARTLAND,2319,FALSE
M100995,MARQUETTE13 LLC,PO BOX 525 HARTLAND,2319,FALSE
G056615,GIB US LLC,6174 WASHINGTON CR WAUWATOSA,1677,FALSE
D060693,DOCKS BUILDING MM LLC,700 S WATER ST MILWAUKEE,1779,FALSE
G056620,GRAND AVE LLC,W353N6322 MARINA DR OCONOMOWOC,2486,FALSE
B088781,BRISTOL ARMS LLC,1123 N ASTOR ST MILWAUKEE,129,FALSE
F058177,FOCUS TITLE LLC,400 WISCONSIN AV RACINE,1241,FALSE
T075028,2918 N FRATNEY LLC,2918A N FRATNEY ST A MILWAUKEE,912,TRUE
B088801,BOF INVESTMENTS LLC,2502 N 46TH ST MILWAUKEE,766,TRUE
L061589,LOCK & KEY INVESTMENTS LLC,6815 W CAPITOL DR 200 MILWAUKEE,1753,TRUE
M101073,MANDEL/SIX POINTS LEVERAGE LENDER LLC,330 E KILBOURN AV 600 MILWAUKEE,1048,FALSE
C099411,CV INVESTMENT PROPERTIES LLC,46 PARNELL AV DALY CITY,1388,TRUE
H060333,BENRUD ROBBINS LLC,3311 GOLF RD EAU CLAIRE,1056,FALSE
M101110,MK MIDWEST PROPERTIES LLC,4230 N OAKLAND AV UNIT 314 SHOREWOOD,1312,FALSE
G056642,GSI FOUNDATIONS LLC,W156N11301 PILGRIM RD 276 GERMANTOWN,2424,FALSE
O033938,1229NPROSPECT LLC,5969 N SHORE DR WHITEFISH BAY,1623,TRUE
E051166,EL SENORIAL OF KENOSHA LLC,1901 S 31ST ST MILWAUKEE,527,FALSE
T075102,THE MILWAUKEE CANNABIS COMPANY LLC,1213 W MALLORY AV MILWAUKEE,183,FALSE
A084312,ARG KILBOURN LLC,8816 KAEHLERS MILL RD CEDARBURG,1984,TRUE
M101176,MONEYMIKE LLC,8735 W ARDEN PL MILWAUKEE,1978,FALSE
C099482,CHICAGO AVE LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
H060832,HARAMBEE HOLDINGS LLC,3248 N WEIL ST MILWAUKEE,1034,TRUE
P071387,PRANK SOCIAL LLC,3248 N WEIL ST MILWAUKEE,1034,FALSE
M101208,MCR FINANCIAL MANAGEMENT COMPANY LLC,2116 W CORNELL ST MILWAUKEE,627,FALSE
O033963,OGDEN MIDWEST FUNDING III LLC,1665 N WATER ST MILWAUKEE,431,FALSE
M085937,MKE ESTATES LLC,19295 ALTA VISTA CR BROOKFIELD,550,TRUE
J045134,MILL VIEW SOUTH LLC,PO BOX 242444 MILWAUKEE,2270,FALSE
T075198,TGC KILBOURN LLC,929 N 17TH ST OFC MILWAUKEE,2032,FALSE
C099511,CSC RE HOLDCO LLC,3433 S BELL AV 2 CHICAGO,1090,TRUE
A084381,ALH PROPERTIES LLC,2830 S 13TH ST MILWAUKEE,885,TRUE
A084388,AMBASSADOR SUITES LLC,2308 W WISCONSIN AV MILWAUKEE,693,FALSE
O033979,OGDEN BOX MUKWONAGO LLC,1665 N WATER ST MILWAUKEE,431,FALSE
D060816,DRISCOLL LAW LLC,7700 W BLUEMOUND RD WAUWATOSA,1853,FALSE
T075258,2623 NORTH BARTLETT LLC,1609 LINCOLN AV WAUKESHA,397,TRUE
O033994,1533 EAST IRVING LLC,1609 LINCOLN AV WAUKESHA,397,TRUE
O033995,1828 NORTH WARREN LLC,1609 LINCOLN AV WAUKESHA,397,TRUE
O033996,1670 NORTH FRANKLIN LLC,1609 LINCOLN AV WAUKESHA,397,TRUE
O033997,1666 NORTH FRANKLIN LLC,1609 LINCOLN AV WAUKESHA,397,TRUE
R069169,RACINE ROOSEVELT LLC,17680 W WISCONSIN AV BROOKFIELD,474,FALSE
A084449,AFFABLE PROPERTIES LLC,4609 W GOOD HOPE RD MILWAUKEE,1390,TRUE
A084450,AMAZING PROPERTIES LLC,4609 W GOOD HOPE RD MILWAUKEE,1390,TRUE
T075264,TEAM PERZACKI LLC,3764 S 96TH ST MILWAUKEE,1169,FALSE
C099626,CECELIA BUILDING LLC,2308 W WISCONSIN AV MILWAUKEE,693,FALSE
C099628,CECELIA ANNEX LLC,2308 W WISCONSIN AV MILWAUKEE,693,FALSE
T075295,326 FLORIDA MM LLC,234 W FLORIDA ST 302 MILWAUKEE,714,FALSE
E051246,ELIAS PAGOUDIS LLC,N59W14200 BOBOLINK AV MENOMONEE FALLS,2147,FALSE
T075322,TE XII LLC,8210 W APPLETON AV MILWAUKEE,1914,TRUE
C099670,CUPCAKES FOR THE CULTURE LLC,11014 W SANCTUARY DR MILWAUKEE,109,FALSE
X002202,XL PROPERTY MANAGEMENT LLC,5722 W NORTH AV MILWAUKEE,1594,FALSE
A084502,AGS REAL ESTATE WISCONSIN LLC,6145 S CONSERVANCY DR NEW BERLIN,1672,TRUE
D060896,DREAM INVESTMENT HOLDINGS LLC,PO BOX 26233 MILWAUKEE,2277,FALSE
R069256,ROOMS FOR RENT LLC,12600A W BURLEIGH RD BROOKFIELD,223,TRUE
C099704,CLM TWO LLC,223 N WATER ST SUITE 500 MILWAUKEE,672,TRUE
P071529,PARK ST MANOR LLC,PO BOX 242444 MILWAUKEE,2270,FALSE
D060919,DEAN CIR HOLDINGS LLC,PO BOX 242444 MILWAUKEE,2270,FALSE
R069283,ROCK HOLDINGS LLC,12020 W FEERICK ST J WAUWATOSA,178,FALSE
N048028,NEW TASTE OF INDIA II LLC,445 WESTMOOR DR BROOKFIELD,1357,FALSE
E051305,EKASHL INVESTMENTS LLC,12518 N JACQUELINE CT MEQUON,219,FALSE
O034060,1214 ANN LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
A084581,ABG PROPERTY LLC,4123 N 16TH ST MILWAUKEE,1280,TRUE
A084582,ABC'S PROPERTIES LLC,8500 S APPLE CREEK DR 183 OAK CREEK,1951,TRUE
G056811,G I A INVESTMENT PROPERTIES LLC,4123 N 16TH ST MILWAUKEE,1280,FALSE
G056812,GMP INVESTMENT PROPERTIES LLC,4123 N 16TH ST MILWAUKEE,1280,TRUE
F058402,5230 W WISCONSIN LLC,225 E MASON ST 501 MILWAUKEE,681,TRUE
T075436,THOUSAND OAKS MHC LLC,3121 W WISCONSIN AV 3 MILWAUKEE,985,FALSE
P071570,POINTER HOLDINGS LLC,5420 S HONEY CREEK DR GREENFIELD,1544,TRUE
S116930,SMALL BUSINESS OF L&F LLC,1805 JENNIFER LA WAUKESHA,486,TRUE
O034076,OATHBRINGER PROPERTIES LLC,1530 E KANE PL MILWAUKEE,368,FALSE
S116936,SCHMANCY REAL ESTATE LLC,3615 W CENTRAL AV FRANKLIN,1138,TRUE
U021585,U BUY THAT LLC,2203 N BARTLETT AV MILWAUKEE,654,TRUE
T075482,2801 WISCONSIN LLC,624 N 24TH ST MILWAUKEE,1687,FALSE
B089212,BOARDWALK REALTY LLC,5900 W NATIONAL AV WEST ALLIS,1615,FALSE
P071643,PUTZ HOLDINGS 2 LLC,225 W BRADLEY RD FOX POINT,682,TRUE
R069373,RECON DEVELOPMENT LLC,819 N 23RD ST MILWAUKEE,1912,TRUE
M101617,MILWAUKEE WINDOWS CO,PO BOX 638 MILWAUKEE,2329,FALSE
A084701,AKATA RENTAL LLC,4374 N 53 RD ST MILWAUKEE,1344,TRUE
F058494,FIRST CALL CONTRACTORS LLC,4311 N 16TH ST MILWAUKEE,1332,FALSE
K050473,KK CAR SERVICE LLC,20205 W PINECREST LA NEW BERLIN,586,FALSE
P071690,POULOS-BROOKFIELD LLC,20205 W PINECREST LA NEW BERLIN,586,FALSE
P071691,POULOS-NEW BERLIN LLC,20205 W PINECREST LA NEW BERLIN,586,FALSE
J047319,JJK LEGACY GROUP LLC,7835 W BURLEIGH ST MILWAUKEE,1871,TRUE
T075563,TAWON INVESTMENTS LLC,2233 N SHERMAN BL MILWAUKEE,676,TRUE
N048252,N 1890 FOREST LAKE ROAD LLC,3960 N LAKE DR MILWAUKEE,1230,FALSE
B089337,BACKSTROM TRUCKING LLC,2608 S 70TH ST MILWAUKEE,810,FALSE
L061927,L PLAZA LLC,N9W29432 THAMES RD WAUKESHA,2190,FALSE
B089404,BROADWAY THEATRE LLC,117 N JEFFERSON ST 200 MILWAUKEE,162,FALSE
C100024,CRYPTO COIN GROUP LLC,2435 N HOLTON ST MILWAUKEE,748,FALSE
P071736,PB PARTNERS LLC,2435 N HOLTON ST MILWAUKEE,748,FALSE
B089423,BAYVIEW LAND COMPANY LLC,10125 S 52ND ST FRANKLIN,25,FALSE
R069496,RIVERBEE LLC,2649 N BREMEN ST MILWAUKEE,828,TRUE
B089435,BROKEN GROUND LLC,W160N11725 CRUSADER CT GERMANTOWN,2427,TRUE
G056955,GB PARTNERS LLC,2435 N HOLTON ST MILWAUKEE,748,FALSE
M101672,MKE REAL ESTATE INVESTMENTS LLC,W8099 CLOVER VALLEY RD WHITEWATER,2498,FALSE
T075716,2701 WISCONSIN LLC,624 N 24TH ST MILWAUKEE,1687,FALSE
L061977,LCM FUNDS 47 MEMPHIS LLC,PO BOX 1602 MILWAUKEE,2229,FALSE
T075741,THE BUFFUM GROUP LLC,6700 W FAIRVIEW AV MILWAUKEE,1740,TRUE
B089469,BRAVO PROPERTIES LLC,4120 S ABBOTT LA NEW BERLIN,1278,TRUE
V028235,VICTORY HEALTH CARE LLC,10540 W SHERIDAN AV MILWAUKEE,72,FALSE
M101787,MOLLIE LLC,PO BOX 510932 MILWAUKEE,2313,FALSE
S117254,SJM SQUARED PROPERTIES LLC,620 KOPMEIER DR PEWAUKEE,1680,TRUE
N048307,NOMIES BROOKFIELD LLC,2005 N CALHOUN RD BROOKFIELD,575,FALSE
G056979,GERMANTOWN CLARK LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
A084869,AHMED HOLDINGS LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
S117262,6356 WEST EUCLID LLC,225 E MASON ST 501 MILWAUKEE,681,FALSE
