wdfi_address_raw,wdfi_address,standardized
"307 E LLOYD ST, MILWAUKEE, WI 53212-3351","307 E LLOYD ST, MILWAUKEE, WI 53212",TRUE
"3070 N 77TH ST, MILWAUKEE, WI 53222-5018","3070 N 77TH ST, MILWAUKEE, WI 53222",TRUE
"30733 FAIRWAY DR, WATERFORD, WI 53185","30733 FAIRWAY DR, WATERFORD, WI 53185",TRUE
"3077 N 25TH ST, MILWAUKEE, WI 53206-1118","3077 N 25TH ST, MILWAUKEE, WI 53206",TRUE
"3079 N HOLTON ST, MILWAUKEE, WI 53212-2122","3079 N HOLTON ST, MILWAUKEE, WI 53212",TRUE
"308 N BREARLY ST, MADISON, WI 53703-1602","308 N BREARLY ST, MADISON, WI 53703",TRUE
"309 N WATER ST STE 215, MILWAUKEE, WI 53202","309 N WATER ST, STE 215, MILWAUKEE, WI 53202",TRUE
"3101 W HIGHLAND BLVD, MILWAUKEE, WI 53208-3251","3101 W HIGHLAND BLVD, MILWAUKEE, WI 53208",TRUE
"3102 W MCKINLEY BLVD, MILWAUKEE, WI 53208-2954","3102 W MCKINLEY BLVD, MILWAUKEE, WI 53208",TRUE
"3102 W MCKINLEY BLVD., MILWAUKEE, WI 53208-2954","3102 W MCKINLEY BLVD, MILWAUKEE, WI 53208",TRUE
"3103 N 28TH ST, MILWAUKEE, WI 53216","3103 N 28TH ST, MILWAUKEE, WI 53216",TRUE
"3105 WEST THURSTON AVENUE, MILWAUKEE, WI 53209","3105 W THURSTON AVE, MILWAUKEE, WI 53209",TRUE
"3107 E KOENIG AVE, SAINT FRANCIS, WI 53235-4235","3107 E KOENIG AVE, SAINT FRANCIS, WI 53235",TRUE
"3109 N LAKE DR, MILWAUKEE, WI 53211-3123","3109 N LAKE DR, MILWAUKEE, WI 53211",TRUE
"311 E CHICAGO ST, SUITE 510, MILWAUKEE, WI 53202","311 E CHICAGO ST, STE 510, MILWAUKEE, WI 53202",TRUE
"311 E ERIE ST, UNIT 214, MILWAUKEE, WI 53202-6043","311 E ERIE ST, UNIT 214, MILWAUKEE, WI 53202",TRUE
"3113 MACARTHUR WAY, PLOVER, WI 54467","3113 MACARTHUR WAY, PLOVER, WI 54467",TRUE
"312 E MENASHA AVE, WHITELAW, WI 54247","312 E MENASHA AVE, WHITELAW, WI 54247",TRUE
"312 W PLAINFIELD AVE, MILWAUKEE, WI 53207-4356","312 W PLAINFIELD AVE, MILWAUKEE, WI 53207",TRUE
"3120 ENGLER DR, WAUKESHA, WI 53189-8952","3120 ENGLER DR, WAUKESHA, WI 53189",TRUE
"3120 ENGLER DRIVE, WAUKESHA, WI 53189","3120 ENGLER DR, WAUKESHA, WI 53189",TRUE
"3121 N 37TH ST, MILWAUKEE, WI 53216-3721","3121 N 37TH ST, MILWAUKEE, WI 53216",TRUE
"3121 W WISCONSIN AVE STE 3, MILWAUKEE, WI 53208","3121 W WISCONSIN AVE, STE 3, MILWAUKEE, WI 53208",TRUE
"3121 W WISCONSIN AVE, STE 3, MILWAUKEE, WI 53208-3976","3121 W WISCONSIN AVE, STE 3, MILWAUKEE, WI 53208",TRUE
"3123 W CLYBOURN ST, MILWAUKEE, WI 53208","3123 W CLYBOURN ST, MILWAUKEE, WI 53208",TRUE
"3125 WESTERN AVE, JACKSON, WI 53037","3125 WESTERN AVE, JACKSON, WI 53037",TRUE
"3125 Western Ave, Jackson, wi 53037","3125 WESTERN AVE, JACKSON, WI 53037",TRUE
"3126 N 13TH STREET, MILWAUKEE, WI 53206","3126 N 13TH ST, MILWAUKEE, WI 53206",TRUE
"3126 N 80TH STREET, MILWAUKEE, WI 53222","3126 N 80TH ST, MILWAUKEE, WI 53222",TRUE
"3126 S 9TH ST, MILWAUKEE, WI 53215-4723","3126 S 9TH ST, MILWAUKEE, WI 53215",TRUE
"3126 S. 9TH ST., MILWAUKEE, WI 53215","3126 S 9TH ST, MILWAUKEE, WI 53215",TRUE
"3127 W WISCONSIN AVE, MILWAUKEE, WI 53208","3127 W WISCONSIN AVE, MILWAUKEE, WI 53208",TRUE
"3129 N OAKLAND AVE, MILWAUKEE, WI 53211-3049","3129 N OAKLAND AVE, MILWAUKEE, WI 53211",TRUE
"313 N PLANKINTON AVE, STE 207, MILWAUKEE, WI 53203-3104","313 N PLANKINTON AVE, STE 207, MILWAUKEE, WI 53203",TRUE
"313 W GRAND AVE, PORT WASHINGTON, WI 53074-2229","313 W GRAND AVE, PORT WASHINGTON, WI 53074",TRUE
"3132 S 9TH ST, MILWAUKEE, WI 53215","3132 S 9TH ST, MILWAUKEE, WI 53215",TRUE
"3132 S 9TH ST, MILWAUKEE, WI 53215-4723","3132 S 9TH ST, MILWAUKEE, WI 53215",TRUE
"3133 E 68TH ST, TULSA, OK 74136-4539","3133 E 68TH ST S, TULSA, OK 74136",TRUE
"3133 S 9TH STREET, MILWAUKEE, WI 53215","3133 S 9TH ST, MILWAUKEE, WI 53215",TRUE
"314 E CENTER ST, MILWAUKEE, WI 53212-2915","314 E CENTER ST, MILWAUKEE, WI 53212",TRUE
"3142 S PINE AVE, MILWAUKEE, WI 53207","3142 S PINE AVE, MILWAUKEE, WI 53207",TRUE
"3144 S 9TH ST, MILWAUKEE, WI 53215-4723","3144 S 9TH ST, MILWAUKEE, WI 53215",TRUE
"3145 S 17TH ST, MILWAUKEE, WI 53215","3145 S 17TH ST, MILWAUKEE, WI 53215",TRUE
"3149 S 77TH ST APT 123, MILWAUKEE, WI 53219","3149 S 77TH ST, APT 123, MILWAUKEE, WI 53219",TRUE
"3149 S ADAMS AVE, MILWAUKEE, WI 53207-2703","3149 S ADAMS AVE, MILWAUKEE, WI 53207",TRUE
"3149 S. 77TH ST, MILWAUKEE, WI 53219","3149 S 77TH ST, MILWAUKEE, WI 53219",TRUE
"3150 E HAMPSHIRE AVE, MILWAUKEE, WI 53211","3150 E HAMPSHIRE ST, MILWAUKEE, WI 53211",TRUE
"3150 E HAMPSHIRE AVE, MILWAUKEE, WI 53211-3116","3150 E HAMPSHIRE ST, MILWAUKEE, WI 53211",TRUE
"3150 N SHEFFIELD AVE, APT 410, CHICAGO, IL 60657","3150 N SHEFFIELD AVE, APT 410, CHICAGO, IL 60657",TRUE
"3154 N 55TH ST, MILWAUKEE, WI 53216-3114","3154 N 55TH ST, MILWAUKEE, WI 53216",TRUE
"3154N55TH ST, MILWAUKEE, WI 53216-3114","3154N55TH ST, MILWAUKEE, WI 53216",FALSE
"3157 N SHERMAN BLVD, MILWAUKEE, WI 53216-3544","3157 N SHERMAN BLVD, MILWAUKEE, WI 53216",TRUE
"3158 N 53RD ST, MILWAUKEE, WI 53216-3246","3158 N 53RD ST, MILWAUKEE, WI 53216",TRUE
"3158 N PIERCE ST., MILWAUKEE, WI 53212","3158 N PIERCE ST, MILWAUKEE, WI 53212",TRUE
"3159 S NEW YORK AVE, MILWAUKEE, WI 53207","3159 S NEW YORK AVE, MILWAUKEE, WI 53207",TRUE
"3159 S. KINNICKINNIC AVE, MILWAUKEE, WI 53207","3159 S KINNICKINNIC AVE, MILWAUKEE, WI 53207",TRUE
"316 E SILVER SPRING DR, STE 214B, WHITEFISH BAY, WI 53217","316 E SILVER SPRING DR, STE 214, MILWAUKEE, WI 53217",TRUE
"316 N BARSTOW ST, STE D, EAU CLAIRE, WI 54703-3791","316 N BARSTOW ST, STE D, EAU CLAIRE, WI 54703",TRUE
"316 N MILWAKEE ST STE 200, MILWAUKEE, WI 53202","316 N MILWAUKEE ST, STE 200, MILWAUKEE, WI 53202",TRUE
"316 N MILWAUKEE ST, MILWAUKEE, WI 53202","316 N MILWAUKEE ST, MILWAUKEE, WI 53202",TRUE
"316 N MILWAUKEE SUITE 201, MILWAUKEE, WI 53202","316 N MILWAUKEE ST, STE 201, MILWAUKEE, WI 53202",TRUE
"316 N. BARSTOW ST.  SUITE D, EAU CLAIRE, WI 54703","316 N BARSTOW ST, STE D, EAU CLAIRE, WI 54703",TRUE
"3164 N 30TH ST, MILWAUKEE, WI 53216","3164 N 30TH ST, MILWAUKEE, WI 53216",TRUE
"3165 N 41ST ST, MILWAUKEE, WI 53216-3614","3165 N 41ST ST, MILWAUKEE, WI 53216",TRUE
"317 PAWLING ST #2, MADISON, WI 53704","317 PAWLING ST, APT 2, MADISON, WI 53704",TRUE
"317 PAWLING ST. #2, MADISON, WI 53704","317 PAWLING ST, APT 2, MADISON, WI 53704",TRUE
"3175 N 6TH STREET, MILWAUKEE, WI 53212","3175 N 6TH ST, MILWAUKEE, WI 53212",TRUE
"3175 N 91ST ST, MILWAUKEE, WI 53222-3617","3175 N 91ST ST, MILWAUKEE, WI 53222",TRUE
"318 E DEER PL, MILWAUKEE, WI 53207-1506","318 E DEER PL, MILWAUKEE, WI 53207",TRUE
"318 E SCHILLER ST, STE B, MILWAUKEE, WI 53207-2020","318 E SCHILLER ST, STE B, MILWAUKEE, WI 53207",TRUE
"32 N WALKER WAY, SUN PRAIRIE, WI 53590","32 N WALKER WAY, SUN PRAIRIE, WI 53590",TRUE
"320 E CENTER ST, MILWAUKEE, WI 53212-2982","320 E CENTER ST, MILWAUKEE, WI 53212",TRUE
"320 E EVANDALE DR, OAK CREEK, WI 53154","320 E EVANDALE DR, OAK CREEK, WI 53154",TRUE
"320 Greenwood Street, Evanston, IL 60201","320 GREENWOOD ST, EVANSTON, IL 60201",TRUE
"320 N 77TH ST, MILWAUKEE, WI 53213-3542","320 N 77TH ST, MILWAUKEE, WI 53213",TRUE
"3201 N. HOLTON ST, MILWAUKEE, WI 53212","3201 N HOLTON ST, MILWAUKEE, WI 53212",TRUE
"3203 W CLYBOURN ST, MILWAUKEE, WI 53208","3203 W CLYBOURN ST, MILWAUKEE, WI 53208",TRUE
"3203 W CLYBOURN ST, MILWAUKEE, WI 53208-3822","3203 W CLYBOURN ST, MILWAUKEE, WI 53208",TRUE
"3205 N. HOLTON ST, MILWAUKEE, WI 53212","3205 N HOLTON ST, MILWAUKEE, WI 53212",TRUE
"3205 N. HOLTON ST., P O BOX 88, BUTLER, WI 53007","3205 N. HOLTON ST., PO BOX 88, BUTLER, WI 53007",FALSE
"3206 N FRATNEY ST, MILWAUKEE, WI 53212-2277","3206 N FRATNEY ST, MILWAUKEE, WI 53212",TRUE
"3207 N. RANKIN ST, APPLETON, WI 54911","3207 N RANKIN ST, APPLETON, WI 54911",TRUE
"3207 NORTH HACKETT AVE, MILWAUKEE, WI 53211","3207 N HACKETT AVE, MILWAUKEE, WI 53211",TRUE
"3208 MENASHA AVE, MANITOWOC, WI 54220","3208 MENASHA AVE, MANITOWOC, WI 54220",TRUE
"321 N 25TH ST, MILWAUKEE, WI 53233-2501","321 N 25TH ST, MILWAUKEE, WI 53233",TRUE
"3210 N PIERCE ST, MILWAUKEE, WI 53212","3210 N PIERCE ST, MILWAUKEE, WI 53212",TRUE
"3210 N PIERCE ST, MILWAUKEE, WI 53212-2146","3210 N PIERCE ST, MILWAUKEE, WI 53212",TRUE
"3210 W LINCOLN AVE, MILWAUKEE, WI 53215-2422","3210 W LINCOLN AVE, MILWAUKEE, WI 53215",TRUE
"3214 S HERMAN ST, MILWAUKEE, WI 53207","3214 S HERMAN ST, MILWAUKEE, WI 53207",TRUE
"3215 HOLSEN CT, BROOKFIELD, WI 53005","3215 HOLSEN CT, BROOKFIELD, WI 53005",TRUE
"3215 HOLSEN CT, BROOKFIELD, WI 53005-2752","3215 HOLSEN CT, BROOKFIELD, WI 53005",TRUE
"3217 S LOGAN AVE, MILWAUKEE, WI 53207-2855","3217 S LOGAN AVE, MILWAUKEE, WI 53207",TRUE
"3217 STONECREEK DRIVE, MADISON, WI 53719","3217 STONECREEK DR, MADISON, WI 53719",TRUE
"3217 W VERONA CT, MILWAUKEE, WI 53215-4228","3217 W VERONA CT, MILWAUKEE, WI 53215",TRUE
"3217 W. VERONA CT., MILWAUKEE, WI 53215","3217 W VERONA CT, MILWAUKEE, WI 53215",TRUE
"3219 N 51ST BLVD, MILWAUKEE, WI 53216-3235","3219 N 51ST BLVD, MILWAUKEE, WI 53216",TRUE
"322 E MICHIGAN ST, STE 502, MILWAUKEE, WI 53202-5005","322 E MICHIGAN ST, STE 502, MILWAUKEE, WI 53202",TRUE
"322 E. MICHIGAN ST., SUITE 502, MILWAUKEE, WI 53202","322 E MICHIGAN ST, STE 502, MILWAUKEE, WI 53202",TRUE
"3222 S 39TH ST, MILWAUKEE, WI 53215-4017","3222 S 39TH ST, MILWAUKEE, WI 53215",TRUE
"3224 E HAMPSHIRE AVE, MILWAUKEE, WI 53211","3224 E HAMPSHIRE ST, MILWAUKEE, WI 53211",TRUE
"3224 E HAMPSHIRE AVE, MILWAUKEE, WI 53211-3118","3224 E HAMPSHIRE ST, MILWAUKEE, WI 53211",TRUE
"3224 E HAMPSHIRE ST, MILWAUKEE, WI 53211","3224 E HAMPSHIRE ST, MILWAUKEE, WI 53211",TRUE
"3225 MCLEOD DR STE 100, LAS VEGAS, NV 89121","3225 MCLEOD DR, STE 100, LAS VEGAS, NV 89121",TRUE
"3225 MCLEOD DR, STE 100, LAS VEGAS, NV 89121","3225 MCLEOD DR, STE 100, LAS VEGAS, NV 89121",TRUE
"3225 MCLEOD DR, STE 100, LAS VEGAS, NV 89121-2257","3225 MCLEOD DR, STE 100, LAS VEGAS, NV 89121",TRUE
"3225 S 9TH ST, MILWAUKEE, WI 53215-4724","3225 S 9TH ST, MILWAUKEE, WI 53215",TRUE
"3225 S 9th St, Milwaukee, WI 53215-4724","3225 S 9TH ST, MILWAUKEE, WI 53215",TRUE
"3229 W SAINT PAUL AVE, MILWAUKEE, WI 53208","3229 W ST PAUL AVE, MILWAUKEE, WI 53208",TRUE
"3229 W. JUNEAU AVENUE, MILWAUKEE, WI 53208","3229 W JUNEAU AVE, MILWAUKEE, WI 53208",TRUE
"323 E. CAPITOL DR., HARTLAND, WI 53029","323 E CAPITOL DR, HARTLAND, WI 53029",TRUE
"323 S 60TH ST, MILWAUKEE, WI 53214","323 S 60TH ST, MILWAUKEE, WI 53214",TRUE
"3231 N 51ST BLVD, MILWAUKEE, WI 53216","3231 N 51ST BLVD, MILWAUKEE, WI 53216",TRUE
"3241 S HERMAN ST, MILWAUKEE, WI 53207","3241 S HERMAN ST, MILWAUKEE, WI 53207",TRUE
"3248 N 60TH, MILWAUKEE, WI 53216","3248 N 60TH ST, MILWAUKEE, WI 53216",TRUE
"3248 N WEIL ST, MILWAUKEE, WI 53212-2242","3248 N WEIL ST, MILWAUKEE, WI 53212",TRUE
"3249 S SPRINGFIELD AVE, MILWAUKEE, WI 53207-3133","3249 S SPRINGFIELD AVE, MILWAUKEE, WI 53207",TRUE
"3249 S. SPRINGFIELD AVE, MILWAUKEE, WI 53207","3249 S SPRINGFIELD AVE, MILWAUKEE, WI 53207",TRUE
"325 E Euclid Ave, Milwaukee, WI 53207","325 E EUCLID AVE, MILWAUKEE, WI 53207",TRUE
"325 W SILVER SPRING DR, GLENDALE, WI 53217","325 W SILVER SPRING DR, MILWAUKEE, WI 53217",TRUE
"3252 N 81ST, MILWAUKEE, WI 53222","3252 N 81ST ST, MILWAUKEE, WI 53222",TRUE
"3252 S PENNSYLVANIA AVE, MILWAUKEE, WI 53207","3252 S PENNSYLVANIA AVE, MILWAUKEE, WI 53207",TRUE
"3254 N 86TH ST, MILWAUKEE, WI 53222-3712","3254 N 86TH ST, MILWAUKEE, WI 53222",TRUE
"3255 W KIMBERLY AVE, GREENFIELD, WI 53221","3255 W KIMBERLY AVE, MILWAUKEE, WI 53221",TRUE
"3255 W KIMBERLY AVE, GREENFIELD, WI 53221-5657","3255 W KIMBERLY AVE, MILWAUKEE, WI 53221",TRUE
"3255 WALDEN LANE, OSHKOSH, WI 54904","3255 WALDEN LN, OSHKOSH, WI 54904",TRUE
"3255 Walden Lane, Oshkosh, WI 54904","3255 WALDEN LN, OSHKOSH, WI 54904",TRUE
"3257 N 44TH ST, MILWAUKEE, WI 53216","3257 N 44TH ST, MILWAUKEE, WI 53216",TRUE
"3259 N 14TH ST, MILWAUKEE, WI 53206","3259 N 14TH ST, MILWAUKEE, WI 53206",TRUE
"326 W FLORIDA ST, UNIT 503, MILWAUKEE, WI 53204-1547","326 W FLORIDA ST, UNIT 503, MILWAUKEE, WI 53204",TRUE
"3264 N HACKETT AVE, MILWAUKEE, WI 53211-3139","3264 N HACKETT AVE, MILWAUKEE, WI 53211",TRUE
"3265 S ANN LOUISE DR, NEW BERLIN, WI 53146-2320","3265 S ANN LOUISE DR, NEW BERLIN, WI 53146",TRUE
"3265 S. ANN LOUISE DR, NEW BERLIN, WI 53146","3265 S ANN LOUISE DR, NEW BERLIN, WI 53146",TRUE
"327 APPLETREE LN, EAGLE, WI 53119","327 APPLETREE LN, EAGLE, WI 53119",TRUE
"327 APPLETREE LN, EAGLE, WI 53119-2133","327 APPLETREE LN, EAGLE, WI 53119",TRUE
"3274 N 15TH ST, MILWAUKEE, WI 53206-2245","3274 N 15TH ST, MILWAUKEE, WI 53206",TRUE
"3278 N HUMBOLDT BLVD, MILWAUKEE, WI 53212","3278 N HUMBOLDT BLVD, MILWAUKEE, WI 53212",TRUE
"3278 N. HUMBOLDT BLVD., MILWAUKEE, WI 53212","3278 N HUMBOLDT BLVD, MILWAUKEE, WI 53212",TRUE
"3287 N OAKLAND AVE, MILWAUKEE, WI 53211-3051","3287 N OAKLAND AVE, MILWAUKEE, WI 53211",TRUE
"3287 N. OAKLAND AVE, MILWAUKEE, WI 53211","3287 N OAKLAND AVE, MILWAUKEE, WI 53211",TRUE
"3293 N MENOMONEE RIVER PKWY, WAUWATOSA, WI 53222-3313","3293 N MENOMONEE RIVER PKWY, MILWAUKEE, WI 53222",TRUE
"33 E MAIN ST, STE 610, MADISON, WI 53703","33 E MAIN ST, STE 610, MADISON, WI 53703",TRUE
"33 E MAIN ST, STE 610, MADISON, WI 53703-4655","33 E MAIN ST, STE 610, MADISON, WI 53703",TRUE
"33 EAST MAIN STREET, SUITE 610, MADISON, WI 53703","33 E MAIN ST, STE 610, MADISON, WI 53703",TRUE
"33 NORTH COUNTY STREET, WAUKEGAN, ILLINOIS 60085","33 N COUNTY ST, WAUKEGAN, IL 60085",TRUE
"330 CEDAR AVE, HIGHLAND PARK, IL 60035-4140","330 CEDAR AVE, HIGHLAND PARK, IL 60035",TRUE
"330 COASTAL AVE, #103, STAFFORD, VA 22554","330 COASTAL AVE, APT 103, STAFFORD, VA 22554",TRUE
"330 E KILBOURN AV STE 1170, MILWAUKEE, WI 53202","330 E KILBOURN AVE, STE 1170, MILWAUKEE, WI 53202",TRUE
"330 E KILBOURN AVE, SUITE 600 SOUTH, MILWAUKEE, WI 53202","330 E KILBOURN AVE, STE 600, MILWAUKEE, WI 53202",TRUE
"330 E MAHN COURT, SUITE 200, OAK CREEK, WI 53154","330 E MAHN CT, STE 200, OAK CREEK, WI 53154",TRUE
"330 E. KILBOURN AVENUE, SUITE 600 SOUTH TOWER, MILWAUKEE, WI 53202","330 E KILBOURN AVE, STE 600, MILWAUKEE, WI 53202",TRUE
"330 EAST KILBOURN AVE, SUITE 600 SOUTH, MILWAUKEE, WI 53202","330 E KILBOURN AVE, STE 600, MILWAUKEE, WI 53202",TRUE
"3301 N 40TH ST, MILWAUKEE, WI 53216-3634","3301 N 40TH ST, MILWAUKEE, WI 53216",TRUE
"3301 S 93RD ST, APT 301, MILWAUKEE, WI 53227-4355","3301 S 93RD ST, APT 301, MILWAUKEE, WI 53227",TRUE
"3303 W NATIONAL AVE, MILWAUKEE, WI 53215","3303 W NATIONAL AVE, MILWAUKEE, WI 53215",TRUE
"3305 N. PIERCE ST., MILWAUKEE, WI 53212","3305 N PIERCE ST, MILWAUKEE, WI 53212",TRUE
"3306 W HIGHLAND BLVD, MILWAUKEE, WI 53208","3306 W HIGHLAND BLVD, MILWAUKEE, WI 53208",TRUE
"3306 W HIGHLAND BLVD, MILWAUKEE, WI 53208-3254","3306 W HIGHLAND BLVD, MILWAUKEE, WI 53208",TRUE
"3306 W HIGHLAND, MILWAUKEE, WI 53208","3306 W HIGHLAND BLVD, MILWAUKEE, WI 53208",TRUE
"3306 W. HIGHLAND BLVD, MILWAUKEE, WI 53208","3306 W HIGHLAND BLVD, MILWAUKEE, WI 53208",TRUE
"3308 W VLIET ST, MILWAUKEE, WI 53208-2825","3308 W VLIET ST, MILWAUKEE, WI 53208",TRUE
"3309 W WREN AVE, MILWAUKEE, WI 53209-4145","3309 W WREN AVE, MILWAUKEE, WI 53209",TRUE
"331 JUNIPER CT, GRAFTON, WI 53024-2270","331 JUNIPER CT, GRAFTON, WI 53024",TRUE
"3312 W ALVINA AVE, GREENFIELD, WI 53221","3312 W ALVINA AVE, MILWAUKEE, WI 53221",TRUE
"3312 W. ALVINA AVE., MILWAUKEE, WI 53221","3312 W ALVINA AVE, MILWAUKEE, WI 53221",TRUE
"3314 W RIVIERA CT, MEQUON, WI 53092","3314 W RIVIERA CT, MEQUON, WI 53092",TRUE
"3314 W. RIVIERA CT, MEQUON, WI 53092","3314 W RIVIERA CT, MEQUON, WI 53092",TRUE
"3316 N 39TH ST, MILWAUKEE, WI 53216-3631","3316 N 39TH ST, MILWAUKEE, WI 53216",TRUE
"3317 N WEIL ST, MILWAUKEE, WI 53212","3317 N WEIL ST, MILWAUKEE, WI 53212",TRUE
"3318 HIGHVIEW DR, HUBERTUS, WI 53033-9638","3318 HIGHVIEW DR, HUBERTUS, WI 53033",TRUE
"3319 N HOLTON ST, MILWAUKEE, WI 53212","3319 N HOLTON ST, MILWAUKEE, WI 53212",TRUE
"3319 W RIVER MEADOWS CT, FRANKLIN, WI 53132-7620","3319 W RIVER MEADOWS CT, FRANKLIN, WI 53132",TRUE
"332 W ORCHARD ST, MILWAUKEE, WI 53204-2959","332 W ORCHARD ST, MILWAUKEE, WI 53204",TRUE
"3325 S STONEGATE CIR, APT 204, NEW BERLIN, WI 53151","3325 S STONEGATE CIR, APT 204, NEW BERLIN, WI 53151",TRUE
"3329 W PARNELL AVE, MILWAUKEE, WI 53221","3329 W PARNELL AVE, MILWAUKEE, WI 53221",TRUE
"3329 W PARNELL AVE, MILWAUKEE, WI 53221-4050","3329 W PARNELL AVE, MILWAUKEE, WI 53221",TRUE
"333 BISHOPS WAY #160, STE 160, BROOKFIELD, WI 53005","333 BISHOPS WAY, STE 160, BROOKFIELD, WI 53005",TRUE
"333 BISHOPS WAY, STE 160, BROOKFIELD, WI 53005-6233","333 BISHOPS WAY, STE 160, BROOKFIELD, WI 53005",TRUE
"333 S. MADISON AVE, LA GRANGE, IL 60525","333 S MADISON AVE, LA GRANGE, IL 60525",TRUE
"3330 COBB PKWY NW, STE 324-193, ACWORTH, GA 30101","3330 N COBB PKWY, STE 193, ACWORTH, GA 30101",TRUE
"3331 W LISBON AVE, MILWAUKEE, WI 53208-1947","3331 W LISBON AVE, MILWAUKEE, WI 53208",TRUE
"3332 W MULBERRY DR, MEQUON, WI 53092-2817","3332 W MULBERRY DR, MEQUON, WI 53092",TRUE
"3332 W MULBERRY DR., MEQUON, WI 53092","3332 W MULBERRY DR, MEQUON, WI 53092",TRUE
"3333 5TH AVE, UNIT 2G, SOUTH MILWAUKEE, WI 53172","3333 5TH AVE, UNIT 2G, SOUTH MILWAUKEE, WI 53172",TRUE
"3333 W RIVIERA CT, MEQUON, WI 53092-5208","3333 W RIVIERA CT, MEQUON, WI 53092",TRUE
"3333 W. RIVIERA CT., MEQUON, WI 53092","3333 W RIVIERA CT, MEQUON, WI 53092",TRUE
"3337 N 46TH ST, MILWAUKEE, WI 53216","3337 N 46TH ST, MILWAUKEE, WI 53216",TRUE
"3337 N 46TH ST, MILWAUKEE, WI 53216-3330","3337 N 46TH ST, MILWAUKEE, WI 53216",TRUE
"3340 N 57TH STREET, MILWAUKEE, WI 53216","3340 N 57TH ST, MILWAUKEE, WI 53216",TRUE
"3340 N 82ND ST, MILWAUKEE, WI 53222","3340 N 82ND ST, MILWAUKEE, WI 53222",TRUE
"3341 W NORTH AVE, MILWAUKEE, WI 53208-1457","3341 W NORTH AVE, MILWAUKEE, WI 53208",TRUE
"3343 N 92ND ST, MILWAUKEE, WI 53222-3506","3343 N 92ND ST, MILWAUKEE, WI 53222",TRUE
"3344A N 51ST BLVD, MILWAUKEE, WI 53216-3238","3344 A N 51ST BLVD, MILWAUKEE, WI 53216",TRUE
"3345 N 51ST BLVD, MILWAUKEE, WI 53216","3345 N 51ST BLVD, MILWAUKEE, WI 53216",TRUE
"3348 N PIERCE ST, MILWAUKEE, WI 53212","3348 N PIERCE ST, MILWAUKEE, WI 53212",TRUE
"335 E ALBERTONI ST. STE 200 BOX 661, CARSON, CALIFORNIA 90746","335 E ALBERTONI ST, STE 200, CARSON, CA 90746",TRUE
"3351 N HOLTON ST, MILWAUKEE, WI 53212","3351 N HOLTON ST, MILWAUKEE, WI 53212",TRUE
"3351 N HOLTON ST, MILWAUKEE, WI 53212-1651","3351 N HOLTON ST, MILWAUKEE, WI 53212",TRUE
"3351 N LAKE DR, MILWAUKEE, WI 53211-2908","3351 N LAKE DR, MILWAUKEE, WI 53211",TRUE
"3352 N PALMER ST, MILWAUKEE, WI 53212","3352 N PALMER ST, MILWAUKEE, WI 53212",TRUE
"3352 S NEW YORK AVE, MILWAUKEE, WI 53207","3352 S NEW YORK AVE, MILWAUKEE, WI 53207",TRUE
"3356 S PENNSYLVANIA AVE, MILWAUKEE, WI 53207","3356 S PENNSYLVANIA AVE, MILWAUKEE, WI 53207",TRUE
"3363 N 85TH ST, MILWAUKEE, WI 53222","3363 N 85TH ST, MILWAUKEE, WI 53222",TRUE
"3365 N SHEPARD AVE, MILWAUKEE, WI 53211-2926","3365 N SHEPARD AVE, MILWAUKEE, WI 53211",TRUE
"3365 N. SHEPARD AVE., MILWAUKEE, WI 53211","3365 N SHEPARD AVE, MILWAUKEE, WI 53211",TRUE
"3365 SUNNY VIEW LN, BROOKFIELD, WI 53005-2905","3365 SUNNY VIEW LN, BROOKFIELD, WI 53005",TRUE
"3366 S. 15TH PLACE, MILWAUKEE, WI 53215","3366 S 15TH PL, MILWAUKEE, WI 53215",TRUE
"3366 SOUTH 15TH PLACE, MILWAUKEE, WI 53215","3366 S 15TH PL, MILWAUKEE, WI 53215",TRUE
"3369 S 119TH ST, WEST ALLIS, WI 53227-3943","3369 S 119TH ST, MILWAUKEE, WI 53227",TRUE
"337 N 72ND ST, MILWAUKEE, WI 53213-3753","337 N 72ND ST, MILWAUKEE, WI 53213",TRUE
"337 N 72ND STREET, MILWAUKEE, WI 53213","337 N 72ND ST, MILWAUKEE, WI 53213",TRUE
"3373 N 21ST ST, MILWAUKEE, WI 53206-1708","3373 N 21ST ST, MILWAUKEE, WI 53206",TRUE
"3381 N 35TH ST, MILWAUKEE, WI 53216-3709","3381 N 35TH ST, MILWAUKEE, WI 53216",TRUE
"3386 S SHORE DR, HUBERTUS, WI 53033-9514","3386 S SHORE DR, HUBERTUS, WI 53033",TRUE
"3396 WHISTLING WIND WAY, SUN PRAIRIE, WI 53590","3396 WHISTLING WIND WAY, SUN PRAIRIE, WI 53590",TRUE
"340 BRIDGE ST, BURLINGTON, WI 53105-1449","340 BRIDGE ST, BURLINGTON, WI 53105",FALSE
"3401 S EL SIRROCO DR, NEW BERLIN, WI 53151-4305","3401 S EL SIRROCO DR, NEW BERLIN, WI 53151",TRUE
"3403 N  SHERMAN BLVD, MILWAUKEE, WI 53216","3403 N SHERMAN BLVD, MILWAUKEE, WI 53216",TRUE
"3403 N SHERMAN BLVD, MILWAUKEE, WI 53216-3531","3403 N SHERMAN BLVD, MILWAUKEE, WI 53216",TRUE
"3408 N HUBBARD ST, MILWAUKEE, WI 53212","3408 N HUBBARD ST, MILWAUKEE, WI 53212",TRUE
